SYMBOL,DATE1,AVG_PRICE,DELIV_QTY,DELIV_PER,CLOSE_PRICE,NO_OF_TRADES,TTL_TRD_QNTY,TURNOVER_LACS,amount
ARE&M,23-Jun-2025,977.85,159836,42.37,974.6,25112,377261,3689.04,156295632.6
ARENTERP,23-Jun-2025,45.34,2845,63.38,45.83,93,4489,2.04,128992.3
ARIES,23-Jun-2025,309.9,13123,54.55,309.95,1521,24055,74.55,4066817.6999999997
ARIHANTCAP,23-Jun-2025,74.43,38899,45.38,74.41,1459,85727,63.8,2895252.5700000003
ARIHANTSUP,23-Jun-2025,377.46,9857,25.12,375.6,1463,39247,148.14,3720623.2199999997
ARKADE,23-Jun-2025,193.77,377447,29.84,194.33,16948,1264970,2451.19,73137905.19
ARMANFIN,23-Jun-2025,1785.66,28392,36.23,1798.4,10382,78375,1399.51,50698458.72
AROGRANITE,23-Jun-2025,40.26,2459,68.00,40.29,121,3616,1.46,98999.34
ARTEMISMED,23-Jun-2025,251.99,35512,48.44,251.3,3722,73309,184.73,8948668.88
ARVEE,23-Jun-2025,163.03,254,69.40,165.0,36,366,0.6,41409.62
ARVIND,23-Jun-2025,350.18,128276,44.12,354.55,9411,290747,1018.15,44919689.68
ARVINDFASN,23-Jun-2025,482.05,150267,54.50,482.35,19296,275723,1329.11,72436207.35000001
ARVSMART,23-Jun-2025,654.05,36873,54.31,652.85,6815,67892,444.05,24116785.65
ASAHIINDIA,23-Jun-2025,700.9,237410,55.16,699.8,13012,430397,3016.65,166400669.0
ASAL,23-Jun-2025,588.19,48131,17.68,590.55,14334,272191,1601.01,28310172.890000004
ASALCBR,23-Jun-2025,1060.29,10780,47.68,1056.2,2537,22611,239.74,11429926.2
ASHAPURMIN,23-Jun-2025,414.9,170698,34.80,411.7,15315,490546,2035.26,70822600.2
ASHIANA,23-Jun-2025,342.04,32028,53.13,343.1,3886,60280,206.18,10954857.120000001
ASHOKA,23-Jun-2025,200.42,371551,45.48,200.42,12485,817003,1637.48,74466251.42
ASHOKAMET,23-Jun-2025,17.04,24059,59.85,17.31,270,40202,6.85,409965.36
ASHOKLEY,23-Jun-2025,235.8,1233160,40.70,236.67,41861,3029800,7144.16,290779128.0
ASIANENE,23-Jun-2025,293.54,16225,37.08,292.05,1888,43757,128.44,4762686.5
ASIANPAINT,23-Jun-2025,2263.57,266379,44.68,2264.1,46126,596186,13495.08,602967513.0300001
ASKAUTOLTD,23-Jun-2025,476.63,184008,37.48,476.1,21264,490973,2340.14,87703733.04
ASMS,23-Jun-2025,14.35,377624,43.86,13.88,2942,860990,123.53,5418904.399999999
ASPINWALL,23-Jun-2025,281.71,3271,56.06,280.9,305,5835,16.44,921473.4099999999
ASTEC,23-Jun-2025,750.91,12151,40.82,764.55,2402,29765,223.51,9124307.41
ASTERDM,23-Jun-2025,568.65,304898,52.77,573.3,27257,577837,3285.85,173380247.7
ASTRAL,23-Jun-2025,1502.35,527981,26.02,1498.7,79547,2029097,30484.1,793212255.3499999
ASTRAMICRO,23-Jun-2025,1134.76,265701,39.68,1139.0,28507,669673,7599.18,301506866.76
ASTRAZEN,23-Jun-2025,8832.44,12505,17.37,8876.0,19089,72011,6360.33,110449662.2
ATAM,23-Jun-2025,105.25,20749,62.83,103.45,1025,33025,34.76,2183832.25
ATGL,23-Jun-2025,625.75,211142,18.05,629.7,35353,1169567,7318.57,132122106.5
ATHERENERG,23-Jun-2025,317.75,143499,52.92,317.75,12335,271172,861.64,45596807.25
ATL,23-Jun-2025,28.27,91530,50.95,28.13,1555,179652,50.78,2587553.1
ATLANTAA,23-Jun-2025,34.68,4618,62.76,34.36,197,7358,2.55,160152.24
ATUL,23-Jun-2025,6926.07,4131,27.17,6925.5,4492,15204,1053.04,28611595.169999998
ATULAUTO,23-Jun-2025,442.43,20189,53.17,440.9,2298,37968,167.98,8932219.27
AUBANK,23-Jun-2025,796.05,1035969,39.61,796.55,50784,2615512,20820.91,824683122.4499999
AURIONPRO,23-Jun-2025,1302.86,29951,52.28,1295.7,7324,57287,746.37,39021959.86
AUROPHARMA,23-Jun-2025,1097.82,136698,39.67,1099.7,16139,344580,3782.87,150069798.35999998
AURUM,23-Jun-2025,195.06,32748,46.93,193.39,3320,69781,136.12,6387824.88
AUTOAXLES,23-Jun-2025,1779.62,2138,42.95,1777.8,1697,4978,88.59,3804827.5599999996
AUTOBEES,23-Jun-2025,239.39,61610,47.36,239.3,2651,130102,311.45,14748817.899999999
AUTOIETF,23-Jun-2025,23.95,146572,53.54,23.96,1814,273742,65.57,3510399.4
AUTOIND,23-Jun-2025,78.84,130166,54.98,78.32,3366,236773,186.66,10262287.440000001
AVADHSUGAR,23-Jun-2025,489.18,6157,36.29,495.2,1462,16968,83.0,3011881.2600000002
AVALON,23-Jun-2025,819.17,44613,45.37,817.15,8433,98330,805.49,36545631.21
AVANTEL,23-Jun-2025,163.32,2251006,35.85,163.35,53188,6279778,10256.43,367634299.91999996
AVANTIFEED,23-Jun-2025,711.7,141569,40.61,708.6,22964,348643,2481.29,100754657.30000001
AVG,23-Jun-2025,280.33,4182,51.36,277.55,817,8142,22.82,1172340.0599999998
AVL,23-Jun-2025,370.26,159865,44.25,375.1,25376,361314,1337.81,59191614.9
AVROIND,23-Jun-2025,160.44,6077,64.88,161.76,340,9366,15.03,974993.88
AVTNPL,23-Jun-2025,64.28,28777,62.88,64.18,878,45765,29.42,1849785.56
AWFIS,23-Jun-2025,654.81,73913,48.05,664.4,15144,153841,1007.36,48398971.529999994
AWHCL,23-Jun-2025,605.73,20409,47.54,603.6,4479,42931,260.05,12362343.57
AWL,23-Jun-2025,256.3,414948,46.37,256.0,17134,894768,2293.31,106351172.4
AXISBANK,23-Jun-2025,1213.72,1378407,59.61,1214.1,98841,2312469,28066.97,1673000144.04
AXISBNKETF,23-Jun-2025,571.73,348,92.80,572.29,37,375,2.14,198962.04
AXISBPSETF,23-Jun-2025,12.73,28405,61.07,12.74,449,46511,5.92,361595.65
AXISCETF,23-Jun-2025,118.14,1338,78.89,118.2,44,1696,2.0,158071.32
AXISGOLD,23-Jun-2025,83.14,129063,65.29,83.26,2147,197691,164.36,10730297.82
AXISHCETF,23-Jun-2025,142.79,5239,64.40,142.12,121,8135,11.62,748076.8099999999
AXISILVER,23-Jun-2025,107.59,108581,88.45,107.7,632,122756,132.07,11682229.790000001
AXISNIFTY,23-Jun-2025,272.19,9368,82.23,272.09,235,11392,31.01,2549875.92
AXISTECETF,23-Jun-2025,414.93,581,63.57,414.77,82,914,3.79,241074.33000000002
AXISVALUE,23-Jun-2025,27.88,7456,53.78,28.07,134,13863,3.86,207873.28
AXITA,23-Jun-2025,9.01,649247,40.21,9.0,1717,1614706,145.48,5849715.47
AXSENSEX,23-Jun-2025,83.32,25025,97.68,83.32,30,25620,21.35,2085082.9999999998
AYMSYNTEX,23-Jun-2025,258.93,43056,53.75,255.66,1506,80100,207.4,11148490.08
AZAD,23-Jun-2025,1623.55,169276,44.59,1618.8,32901,379653,6163.87,274828049.8
BAGFILMS,23-Jun-2025,7.26,80818,65.92,7.27,526,122596,8.91,586738.6799999999
BAIDFIN,23-Jun-2025,11.54,291507,32.29,11.61,2662,902855,104.2,3363990.78
BAJAJ-AUTO,23-Jun-2025,8291.62,149552,55.06,8286.5,40563,271619,22521.62,1240028354.24
BAJAJCON,23-Jun-2025,169.31,68968,44.11,169.09,4730,156368,264.74,11676972.08
BAJAJELEC,23-Jun-2025,667.89,15172,42.70,670.3,4133,35531,237.31,10133227.08
BAJAJFINSV,23-Jun-2025,1976.9,412391,36.64,1997.6,48143,1125629,22252.61,815255767.9000001
BAJAJHCARE,23-Jun-2025,526.18,25344,48.33,524.1,2880,52440,275.93,13335505.919999998
BAJAJHFL,23-Jun-2025,118.76,1815087,48.52,119.05,32226,3740723,4442.41,215559732.12
BAJAJHIND,23-Jun-2025,22.93,1449218,31.40,23.11,12125,4616052,1058.68,33230568.74
BAJAJHLDNG,23-Jun-2025,13455.71,12641,39.41,13459.0,9285,32073,4315.65,170093630.10999998
BAJAJINDEF,23-Jun-2025,432.97,107771,25.78,423.07,10683,418104,1810.25,46661609.870000005
BAJFINANCE,23-Jun-2025,907.46,2804026,47.76,915.5,120463,5870597,53273.52,2544541433.96
BALAJEE,23-Jun-2025,44.72,38924,49.16,44.6,1884,79182,35.41,1740681.28
BALAMINES,23-Jun-2025,1413.68,53058,47.89,1438.3,11038,110790,1566.22,75007033.44
BALAXI,23-Jun-2025,49.66,78434,47.73,49.76,1784,164318,81.6,3895032.44
BALKRISHNA,23-Jun-2025,20.24,7328,43.55,20.1,353,16826,3.4,148318.72
BALKRISIND,23-Jun-2025,2398.93,229028,78.94,2398.2,10635,290119,6959.76,549422140.04
BALMLAWRIE,23-Jun-2025,203.84,73923,46.56,205.54,5315,158758,323.6,15068464.32
BALPHARMA,23-Jun-2025,99.21,5362,68.93,98.94,396,7779,7.72,531964.02
BALRAMCHIN,23-Jun-2025,590.78,42694,36.69,590.55,7220,116367,687.47,25222761.32
BANARBEADS,23-Jun-2025,120.18,6494,31.77,118.85,1942,20439,24.56,780448.92
BANARISUG,23-Jun-2025,3909.15,591,46.28,3903.5,226,1277,49.92,2310307.65
BANCOINDIA,23-Jun-2025,562.75,82847,43.24,568.75,6370,191587,1078.16,46622149.25
BANDHANBNK,23-Jun-2025,179.16,2081611,32.36,180.21,34677,6433296,11525.68,372941426.76
BANG,23-Jun-2025,55.74,7802,47.93,56.76,319,16278,9.07,434883.48000000004
BANKA,23-Jun-2025,72.06,14097,49.46,72.56,1374,28500,20.54,1015829.8200000001
BANKBARODA,23-Jun-2025,234.03,2545404,44.60,233.85,38800,5706955,13355.93,595700898.12
BANKBEES,23-Jun-2025,574.67,369243,63.20,574.88,8246,584215,3357.31,212192874.80999997
BANKBETF,23-Jun-2025,56.4,5630,59.24,56.39,208,9503,5.36,317532.0
BANKETF,23-Jun-2025,563.92,2448,92.94,565.21,96,2634,14.85,1380476.16
BANKETFADD,23-Jun-2025,56.74,1380,84.71,56.95,109,1629,0.92,78301.2
BANKIETF,23-Jun-2025,56.98,2056288,94.54,56.95,1457,2175034,1239.23,117167290.24
BANKINDIA,23-Jun-2025,113.38,3711775,39.83,114.41,37127,9318649,10565.16,420841049.5
BANKNIFTY1,23-Jun-2025,575.26,9319,55.29,575.46,543,16855,96.96,5360847.9399999995
BANKPSU,23-Jun-2025,68.52,7090,85.60,68.73,57,8283,5.68,485806.8
BANSALWIRE,23-Jun-2025,384.68,52341,47.36,387.8,4231,110508,425.1,20134535.88
BANSWRAS,23-Jun-2025,137.38,9667,63.93,138.11,479,15122,20.77,1328052.46
BARBEQUE,23-Jun-2025,317.74,23857,38.47,320.45,2994,62018,197.06,7580323.180000001
BASF,23-Jun-2025,4907.99,4161,33.14,4924.5,4058,12557,616.3,20422146.39
BASML,23-Jun-2025,33.39,73335,60.08,33.52,974,122058,40.75,2448655.65
BATAINDIA,23-Jun-2025,1201.0,26257,40.33,1197.1,5854,65106,781.93,31534657.0
BAYERCROP,23-Jun-2025,5531.72,5028,43.85,5511.0,3767,11466,634.27,27813488.16
BBETF0432,23-Jun-2025,1279.86,796,87.28,1281.82,49,912,11.67,1018768.5599999999
BBL,23-Jun-2025,2798.24,15127,45.40,2788.3,7331,33318,932.32,42328976.48
BBNPNBETF,23-Jun-2025,56.12,2632,91.29,56.14,36,2883,1.62,147707.84
BBNPPGOLD,23-Jun-2025,96.42,1223,59.08,97.1,52,2070,2.0,117921.66
BBTC,23-Jun-2025,1863.64,24820,48.26,1882.5,7578,51432,958.51,46255544.800000004
BBTCL,23-Jun-2025,159.79,548,15.44,159.88,663,3550,5.67,87564.92
BCLIND,23-Jun-2025,40.89,171278,45.02,41.13,2975,380489,155.6,7003557.42
BCONCEPTS,23-Jun-2025,343.22,1532,51.34,342.05,350,2984,10.24,525813.04
BDL,23-Jun-2025,1932.14,908107,23.31,1931.2,119379,3895796,75272.4,1754589858.98
BEARDSELL,23-Jun-2025,30.5,75252,72.91,29.91,1222,103207,31.48,2295186.0
BECTORFOOD,23-Jun-2025,1343.1,118592,68.10,1339.9,21624,174144,2338.93,159280915.2
BEDMUTHA,23-Jun-2025,148.4,3469,57.58,147.6,395,6025,8.94,514799.60000000003
BEL,23-Jun-2025,417.43,13032991,30.30,420.9,343393,43017721,179570.41,5440361433.13
BELRISE,23-Jun-2025,100.41,2801639,44.48,99.51,28414,6298684,6324.64,281312571.99
BEML,23-Jun-2025,4751.1,379390,12.61,4788.7,192680,3007552,142891.92,1802519829.0000002
BEPL,23-Jun-2025,109.88,129806,46.84,110.49,5341,277129,304.52,14263083.28
BERGEPAINT,23-Jun-2025,547.21,317097,42.86,553.35,32537,739782,4048.15,173518649.37
BESTAGRO,23-Jun-2025,312.8,31960,85.65,310.05,1357,37314,116.72,9997088.0
BFINVEST,23-Jun-2025,479.44,6861,34.30,482.3,1885,20001,95.89,3289437.84
BFSI,23-Jun-2025,27.2,425553,87.88,27.26,1056,484270,131.73,11575041.6
BFUTILITIE,23-Jun-2025,769.3,25408,44.79,766.45,3596,56728,436.41,19546374.4
BHAGCHEM,23-Jun-2025,298.01,13066,46.59,299.0,1380,28042,83.57,3893798.6599999997
BHAGERIA,23-Jun-2025,180.08,15174,58.59,179.54,1156,25900,46.64,2732533.9200000004
BHAGYANGR,23-Jun-2025,83.39,166871,32.42,82.8,5213,514665,429.18,13915372.69
BHANDARI,23-Jun-2025,5.3,187987,65.39,5.28,641,287478,15.23,996331.1
BHARATFORG,23-Jun-2025,1290.61,1819039,63.22,1295.8,69339,2877325,37135.06,2347669923.79
BHARATGEAR,23-Jun-2025,86.32,5283,52.37,86.55,567,10088,8.71,456028.55999999994
BHARATRAS,23-Jun-2025,10051.39,1529,31.82,10081.5,1942,4805,482.97,15368575.309999999
BHARATWIRE,23-Jun-2025,218.0,60590,34.52,216.2,6306,175502,382.59,13208620.0
BHARTIARTL,23-Jun-2025,1937.95,1740872,59.08,1936.3,122423,2946463,57100.99,3373722892.4
BHARTIHEXA,23-Jun-2025,1805.13,74319,51.67,1796.0,16750,143842,2596.53,134155456.47000001
BHEL,23-Jun-2025,253.1,2204045,33.40,253.8,55580,6599595,16703.76,557843789.5
BIGBLOC,23-Jun-2025,63.51,35686,36.78,63.77,1719,97037,61.63,2266417.86
