SYMBOL,DATE1,AVG_PRICE,DELIV_QTY,DELIV_PER,CLOSE_PRICE,NO_OF_TRADES,TTL_TRD_QNTY,TURNOVER_LACS,amount
ABDL,05-Jun-2025,417.24,737002,55.38,423.7,18172,1330921,5553.11,307506714.48
ABFRL,05-Jun-2025,76.77,9204193,45.86,76.88,65192,20071917,15408.87,706605896.61
ABGSEC,05-Jun-2025,110.91,1160,99.49,110.93,9,1166,1.29,128655.59999999999
ABMINTLLTD,05-Jun-2025,48.14,296,51.66,48.42,32,573,0.28,14249.44
ABREL,05-Jun-2025,2163.24,39902,44.27,2160.3,18366,90142,1949.99,86317602.47999999
ABSLAMC,05-Jun-2025,757.79,266230,79.47,755.55,14911,335002,2538.6,201746431.7
ABSLBANETF,05-Jun-2025,56.52,2899844,99.70,56.6,416,2908698,1644.02,163899182.88
ABSLLIQUID,05-Jun-2025,1000.01,15470,91.61,1000.01,51,16886,168.86,15470154.7
ABSLNN50ET,05-Jun-2025,69.91,5259,66.39,69.94,264,7921,5.54,367656.69
ABSLPSE,05-Jun-2025,10.06,223229,75.23,10.05,640,296734,29.85,2245683.74
ACC,05-Jun-2025,1886.96,65574,41.48,1884.9,13884,158090,2983.09,123735515.04
ACCELYA,05-Jun-2025,1403.56,6216,56.27,1394.6,1953,11046,155.04,8724528.959999999
ACCURACY,05-Jun-2025,8.64,106895,75.43,8.62,708,141708,12.24,923572.8
ACE,05-Jun-2025,1260.09,64755,51.67,1251.9,10362,125324,1579.19,81597127.94999999
ACEINTEG,05-Jun-2025,25.88,2743,18.12,25.96,371,15139,3.92,70988.84
ACI,05-Jun-2025,638.61,128252,49.99,638.55,14530,256565,1638.46,81903009.72
ACL,05-Jun-2025,67.84,12217,65.60,68.12,422,18623,12.63,828801.28
ACLGATI,05-Jun-2025,70.9,169845,43.61,70.73,4890,389451,276.13,12042010.500000002
ACMESOLAR,05-Jun-2025,252.12,2122052,91.62,253.75,13199,2316112,5839.41,535011750.24
ACUTAAS,05-Jun-2025,1129.07,523767,75.81,1130.0,43585,690862,7800.35,591369606.6899999
ADANIENSOL,05-Jun-2025,872.91,3123791,54.58,872.2,86177,5723306,49959.41,2726788401.81
ADANIENT,05-Jun-2025,2510.52,191508,28.45,2504.4,38579,673209,16901.07,480784664.16
ADANIGREEN,05-Jun-2025,1010.73,463523,31.86,1003.6,39991,1454736,14703.5,468496601.79
ADANIPORTS,05-Jun-2025,1456.37,877367,43.44,1456.7,67402,2019939,29417.85,1277770977.79
ADANIPOWER,05-Jun-2025,549.97,734790,38.20,547.65,35712,1923341,10577.87,404112456.3
ADFFOODS,05-Jun-2025,265.33,50908,50.94,262.53,5747,99933,265.16,13507419.639999999
ADOR,05-Jun-2025,985.16,5511,41.94,987.85,1578,13141,129.46,5429216.76
ADROITINFO,05-Jun-2025,11.16,16981,58.08,11.06,263,29235,3.26,189507.96
ADSL,05-Jun-2025,199.09,111264,45.07,197.99,4825,246871,491.5,22151549.76
ADVANIHOTR,05-Jun-2025,61.07,14795,57.57,61.04,766,25697,15.69,903530.65
ADVENZYMES,05-Jun-2025,307.07,63616,57.48,304.35,5498,110674,339.85,19534565.12
AEGISLOG,05-Jun-2025,801.21,430228,68.70,806.05,10962,626251,5017.58,344702975.88
AEGISVOPAK,05-Jun-2025,259.05,1037622,48.51,260.17,41746,2138915,5540.84,268795979.1
AEROFLEX,05-Jun-2025,164.0,213569,57.67,163.26,6277,370358,607.39,35025316.0
AETHER,05-Jun-2025,796.72,378861,52.52,801.4,37342,721386,5747.43,301846135.92
AFCONS,05-Jun-2025,423.64,381912,64.33,423.95,19921,593664,2514.99,161793199.68
AFFLE,05-Jun-2025,1805.94,168035,71.37,1789.0,13759,235440,4251.91,303461127.90000004
AFFORDABLE,05-Jun-2025,436.03,9934,59.91,437.65,1038,16581,72.3,4331522.02
AFIL,05-Jun-2025,8.5,4934231,55.54,8.46,6256,8883684,754.86,41940963.5
AFSL,05-Jun-2025,219.98,66693,69.56,218.21,2037,95872,210.9,14671126.139999999
AGARIND,05-Jun-2025,971.55,60771,89.64,981.05,1461,67798,658.69,59042065.05
AGARWALEYE,05-Jun-2025,352.63,161747,50.79,354.5,25030,318488,1123.1,57036844.61
AGI,05-Jun-2025,851.71,34357,50.80,856.5,7400,67626,575.98,29262200.470000003
AGIIL,05-Jun-2025,876.95,76262,46.58,897.3,14442,163723,1435.77,66877960.900000006
AGRITECH,05-Jun-2025,162.3,5834,59.76,161.47,537,9763,15.85,946858.2000000001
AGROPHOS,05-Jun-2025,36.91,74817,61.71,36.94,1198,121242,44.75,2761495.4699999997
AHLADA,05-Jun-2025,65.84,8826,64.55,65.62,535,13674,9.0,581103.8400000001
AHLEAST,05-Jun-2025,139.7,2848,45.74,139.21,327,6226,8.7,397865.6
AHLUCONT,05-Jun-2025,933.31,15680,43.18,932.0,4831,36310,338.89,14634300.799999999
AIAENG,05-Jun-2025,3518.42,12329,48.82,3518.8,5493,25256,888.61,43378600.18
AIIL,05-Jun-2025,2497.03,35356,49.92,2472.5,10850,70824,1768.5,88284992.68
AIRAN,05-Jun-2025,27.96,135645,58.90,27.51,1415,230285,64.39,3792634.2
AIROLAM,05-Jun-2025,95.49,1865,73.60,94.9,65,2534,2.42,178088.84999999998
AJANTPHARM,05-Jun-2025,2597.03,238067,79.32,2577.8,16160,300138,7794.68,618267141.01
AJAXENGG,05-Jun-2025,621.62,139131,62.53,616.4,12802,222503,1383.13,86486612.22
AJMERA,05-Jun-2025,854.18,62195,42.14,851.55,11344,147604,1260.81,53125725.099999994
AJOONI,05-Jun-2025,5.79,481851,69.85,5.73,1131,689848,39.92,2789917.29
AKASH,05-Jun-2025,29.42,3369,61.77,29.44,127,5454,1.6,99115.98000000001
AKG,05-Jun-2025,14.08,37863,75.79,13.93,335,49955,7.04,533111.04
AKSHARCHEM,05-Jun-2025,253.36,2157,47.46,252.71,366,4545,11.52,546497.52
AKUMS,05-Jun-2025,559.22,52933,42.53,560.8,6915,124458,695.99,29601192.26
AKZOINDIA,05-Jun-2025,3303.56,5130,53.94,3295.2,2770,9510,314.17,16947262.8
ALANKIT,05-Jun-2025,14.68,138592,48.20,14.57,1963,287543,42.22,2034530.56
ALBERTDAVD,05-Jun-2025,801.81,2618,69.89,801.15,442,3746,30.04,2099138.58
ALEMBICLTD,05-Jun-2025,111.53,152337,50.03,111.07,5233,304492,339.61,16990145.61
ALICON,05-Jun-2025,908.35,2542,52.15,905.5,725,4874,44.27,2309025.7
ALIVUS,05-Jun-2025,1017.13,30696,48.13,1011.5,11396,63777,648.7,31221822.48
ALKALI,05-Jun-2025,102.53,12665,62.48,101.99,607,20272,20.78,1298542.45
ALKEM,05-Jun-2025,4860.46,81651,53.86,4843.5,19262,151598,7368.36,396861419.46
ALKYLAMINE,05-Jun-2025,1952.84,10449,45.54,1952.5,4927,22947,448.12,20405225.16
ALLCARGO,05-Jun-2025,33.47,3680810,48.31,33.28,23032,7619863,2550.49,123196710.7
ALLDIGI,05-Jun-2025,911.01,3900,64.04,911.95,1074,6090,55.48,3552939.0
ALMONDZ,05-Jun-2025,19.96,82617,57.77,19.89,1056,142998,28.54,1649035.32
ALOKINDS,05-Jun-2025,19.59,1956030,36.25,19.44,12475,5395331,1057.15,38318627.7
ALPA,05-Jun-2025,98.52,44863,54.20,97.65,1476,82777,81.55,4419902.76
ALPHA,05-Jun-2025,50.57,1022262,58.42,50.81,4310,1749764,884.8,51695789.34
ALPHAETF,05-Jun-2025,25.02,664336,62.54,25.07,1770,1062250,265.77,16621686.719999999
ALPHAGEO,05-Jun-2025,260.14,8729,65.02,262.45,543,13425,34.92,2270762.06
ALPL30IETF,05-Jun-2025,27.36,883596,74.40,27.31,1384,1187596,324.91,24175186.56
AMBER,05-Jun-2025,6358.76,58430,28.99,6301.5,30030,201581,12818.06,371542346.8
AMBICAAGAR,05-Jun-2025,29.63,8912,76.16,29.55,323,11702,3.47,264062.56
AMBIKCO,05-Jun-2025,1670.31,13449,51.99,1691.7,4081,25870,432.11,22463999.189999998
AMBUJACEM,05-Jun-2025,552.46,636583,58.98,550.15,17289,1079232,5962.32,351686644.18
AMDIND,05-Jun-2025,50.41,3457,46.22,50.65,226,7480,3.77,174267.37
AMJLAND,05-Jun-2025,60.86,29525,64.40,60.57,984,45844,27.9,1796891.5
AMNPLST,05-Jun-2025,234.15,13120,81.55,235.07,416,16089,37.67,3072048.0
AMRUTANJAN,05-Jun-2025,734.92,10715,62.87,722.5,2514,17043,125.25,7874667.8
ANANDRATHI,05-Jun-2025,1966.1,30903,69.90,1970.7,4705,44213,869.27,60758388.3
ANANTRAJ,05-Jun-2025,576.02,645081,39.42,570.55,35483,1636431,9426.15,371579557.62
ANDHRAPAP,05-Jun-2025,77.32,40869,43.57,76.56,2049,93793,72.52,3159991.0799999996
ANDHRSUGAR,05-Jun-2025,76.62,148980,47.49,76.55,4151,313717,240.35,11414847.600000001
ANGELONE,05-Jun-2025,3222.91,591767,27.60,3271.7,102348,2143988,69098.87,1907211781.97
ANMOL,05-Jun-2025,17.53,16000,43.55,17.4,1033,36736,6.44,280480.0
ANTGRAPHIC,05-Jun-2025,1.07,339556,76.31,1.06,503,444961,4.78,363324.92000000004
ANUHPHR,05-Jun-2025,214.21,33346,61.97,210.78,2391,53814,115.28,7143046.66
ANUP,05-Jun-2025,2818.8,9880,40.35,2805.7,5274,24487,690.24,27849744.0
ANURAS,05-Jun-2025,1040.5,167224,66.14,1044.2,8354,252823,2630.62,173996572.0
AONELIQUID,05-Jun-2025,1011.18,18672,91.58,1011.18,186,20388,206.16,18880752.96
AONENIFTY,05-Jun-2025,10.08,142813,64.67,10.07,1183,220825,22.25,1439555.04
AONETOTAL,05-Jun-2025,11.56,287703,45.39,11.55,2620,633875,73.29,3325846.68
APARINDS,05-Jun-2025,8017.24,17201,45.76,8050.5,8531,37589,3013.6,137904545.24
APCL,05-Jun-2025,138.52,7158,25.13,137.13,1892,28486,39.46,991526.16
APCOTEXIND,05-Jun-2025,388.3,10163,45.48,383.65,2762,22345,86.77,3946292.9
APEX,05-Jun-2025,225.61,17198,52.52,224.43,1042,32743,73.87,3880040.7800000003
APLAPOLLO,05-Jun-2025,1908.88,522816,57.28,1914.9,45615,912666,17421.73,997993006.08
APLLTD,05-Jun-2025,979.02,17574,46.20,973.4,4539,38038,372.4,17205297.48
APOLLO,05-Jun-2025,203.36,3213125,26.57,205.98,70394,12094583,24595.38,653421100.0
APOLLOHOSP,05-Jun-2025,6886.18,344244,70.45,6876.0,54095,488647,33649.13,2370526147.92
APOLLOPIPE,05-Jun-2025,443.25,164423,49.41,433.1,11523,332747,1474.9,72880494.75
APOLLOTYRE,05-Jun-2025,463.1,299919,48.41,462.65,15602,619545,2869.13,138892488.9
APOLSINHOT,05-Jun-2025,1305.07,3347,79.58,1290.6,399,4206,54.89,4368069.29
APTUS,05-Jun-2025,306.58,1872730,64.66,307.35,52762,2896217,8879.21,574141563.4
ARCHIDPLY,05-Jun-2025,96.5,16571,78.54,95.55,347,21100,20.36,1599101.5
ARCHIES,05-Jun-2025,20.32,11784,87.57,20.45,143,13456,2.73,239450.88
ARE&M,05-Jun-2025,1001.52,255307,50.82,1000.3,26486,502349,5031.11,255695066.64
ARENTERP,05-Jun-2025,46.85,2666,83.55,47.97,61,3191,1.5,124902.1
ARIES,05-Jun-2025,321.13,27142,49.86,321.45,2308,54435,174.81,8716110.459999999
ARIHANTCAP,05-Jun-2025,71.65,66872,51.15,71.16,1467,130744,93.68,4791378.800000001
ARIHANTSUP,05-Jun-2025,371.89,8766,51.03,371.6,999,17177,63.88,3259987.7399999998
ARKADE,05-Jun-2025,186.99,454749,24.72,184.06,21067,1839317,3439.41,85033515.51
ARMANFIN,05-Jun-2025,1512.94,11100,53.32,1519.9,3429,20818,314.96,16793634.0
AROGRANITE,05-Jun-2025,39.47,9692,70.75,39.0,544,13699,5.41,382543.24
ARTEMISMED,05-Jun-2025,269.89,45741,46.42,269.2,5356,98537,265.94,12345038.49
ARTNIRMAN,05-Jun-2025,52.06,4715,89.10,52.15,47,5292,2.75,245462.90000000002
ARVEE,05-Jun-2025,179.71,1151,55.12,177.74,128,2088,3.75,206846.21000000002
ARVIND,05-Jun-2025,351.27,90995,49.46,350.3,6437,183978,646.26,31963813.65
ARVINDFASN,05-Jun-2025,468.02,58331,44.41,464.5,9704,131340,614.7,27300074.619999997
ARVSMART,05-Jun-2025,681.52,22660,49.31,678.9,4949,45957,313.21,15443243.2
ASAHIINDIA,05-Jun-2025,733.2,15580,44.34,733.4,4319,35140,257.65,11423256.0
ASAL,05-Jun-2025,483.56,23968,56.97,480.7,2368,42071,203.44,11589966.08
ASALCBR,05-Jun-2025,1138.67,38668,42.28,1122.3,11517,91462,1041.45,44030091.56
ASHAPURMIN,05-Jun-2025,394.29,212609,50.76,389.35,9887,418812,1651.34,83829602.61
ASHIANA,05-Jun-2025,323.69,29297,57.03,324.4,2751,51375,166.3,9483145.93
ASHOKA,05-Jun-2025,219.38,616813,41.86,218.79,22762,1473603,3232.74,135316435.94
ASHOKAMET,05-Jun-2025,17.15,37340,47.94,17.1,795,77882,13.35,640381.0
ASHOKLEY,05-Jun-2025,233.97,3884478,53.72,233.93,55075,7230951,16918.25,908851317.66
ASIANENE,05-Jun-2025,307.47,35624,57.88,307.45,2334,61548,189.24,10953311.280000001
ASIANPAINT,05-Jun-2025,2244.09,606139,60.82,2243.5,51385,996615,22364.95,1360230468.51
ASIANTILES,05-Jun-2025,58.15,203252,49.39,57.38,2998,411551,239.32,11819103.799999999
ASKAUTOLTD,05-Jun-2025,454.73,163256,56.97,452.15,15161,286553,1303.05,74237400.88000001
ASMS,05-Jun-2025,13.58,730741,44.77,13.76,7449,1632199,221.72,9923462.78
ASPINWALL,05-Jun-2025,282.79,1201,61.84,281.55,94,1942,5.49,339630.79000000004
ASTEC,05-Jun-2025,769.76,41324,43.34,781.75,7304,95348,733.95,31809562.24
ASTERDM,05-Jun-2025,586.36,456696,46.12,586.9,39481,990273,5806.52,267788266.56
ASTRAL,05-Jun-2025,1524.43,202561,39.55,1510.2,29206,512191,7807.97,308790065.23
ASTRAMICRO,05-Jun-2025,1169.88,331604,29.52,1178.6,41327,1123287,13141.17,387936887.52000004
ASTRAZEN,05-Jun-2025,9773.56,36490,13.63,9884.0,50055,267768,26170.46,356637204.4
ATALREAL,05-Jun-2025,15.36,543398,24.30,15.63,1929,2235911,343.39,8346593.279999999
ATAM,05-Jun-2025,101.69,4520,47.89,101.19,403,9438,9.6,459638.8
ATGL,05-Jun-2025,684.48,170699,27.67,682.35,17139,616872,4222.36,116840051.52
ATHERENERG,05-Jun-2025,309.15,387438,57.47,308.65,16579,674193,2084.29,119776457.69999999
ATL,05-Jun-2025,29.59,136867,52.17,29.09,1676,262367,77.65,4049894.53
ATLANTAA,05-Jun-2025,36.57,14592,88.53,36.11,177,16483,6.03,533629.4400000001
ATUL,05-Jun-2025,7274.09,12622,43.18,7262.0,8970,29234,2126.51,91813563.98
ATULAUTO,05-Jun-2025,476.89,24616,48.79,472.75,2483,50450,240.59,11739124.24
AUBANK,05-Jun-2025,718.56,1257881,60.39,720.05,37016,2082775,14966.09,903862971.3599999
AURIONPRO,05-Jun-2025,1392.52,90765,56.83,1361.5,9965,159708,2223.97,126392077.8
AUROPHARMA,05-Jun-2025,1156.22,370032,52.13,1159.5,26398,709775,8206.58,427838399.04
AURUM,05-Jun-2025,197.35,37369,53.74,199.34,1625,69536,137.23,7374772.149999999
AUSOMENT,05-Jun-2025,111.49,5025,59.18,110.72,249,8491,9.47,560237.25
AUTOAXLES,05-Jun-2025,1826.72,13356,40.15,1814.0,6239,33268,607.71,24397672.32
AUTOBEES,05-Jun-2025,238.09,65589,46.80,237.97,3799,140141,333.67,15616085.01
AUTOIETF,05-Jun-2025,23.87,190632,47.53,23.84,1884,401106,95.75,4550385.84
AUTOIND,05-Jun-2025,87.26,27852,54.28,86.52,1284,51310,44.77,2430365.52
AVADHSUGAR,05-Jun-2025,551.96,12071,33.39,547.9,2368,36154,199.56,6662709.16
AVALON,05-Jun-2025,867.11,58504,56.21,864.8,4538,104076,902.45,50729403.44
AVANTEL,05-Jun-2025,177.74,5732580,25.09,181.43,165185,22852041,40617.72,1018908769.2
AVANTIFEED,05-Jun-2025,756.06,298002,40.02,753.3,38629,744711,5630.47,225307392.11999997
AVG,05-Jun-2025,282.37,20388,63.59,278.95,1349,32062,90.53,5756959.5600000005
AVL,05-Jun-2025,398.64,46047,57.25,394.05,7025,80434,320.64,18356176.08
AVROIND,05-Jun-2025,187.89,12224,63.79,185.7,762,19164,36.01,2296767.36
AVTNPL,05-Jun-2025,66.2,53570,30.92,65.63,2382,173266,114.71,3546334.0
AWFIS,05-Jun-2025,690.18,235712,42.83,684.55,35899,550382,3798.65,162683708.16
AWHCL,05-Jun-2025,617.2,35250,49.59,619.8,5453,71082,438.72,21756300.0
AWL,05-Jun-2025,266.38,941232,66.45,265.25,22033,1416431,3773.12,250725380.16
AXISBANK,05-Jun-2025,1163.31,7959046,75.93,1159.0,149921,10481600,121933.82,9258837802.26
AXISBNKETF,05-Jun-2025,569.56,6641,99.64,569.85,37,6665,37.96,3782447.9599999995
AXISBPSETF,05-Jun-2025,12.73,16798,72.22,12.72,330,23258,2.96,213838.54
AXISCETF,05-Jun-2025,118.13,25389,91.09,118.77,72,27872,32.93,2999202.57
AXISGOLD,05-Jun-2025,82.05,169170,71.61,82.29,2256,236250,193.84,13880398.5
AXISHCETF,05-Jun-2025,141.98,7559,88.18,142.36,87,8572,12.17,1073226.8199999998
AXISILVER,05-Jun-2025,103.35,60021,55.12,104.85,728,108891,112.54,6203170.35
AXISNIFTY,05-Jun-2025,270.28,8992,91.50,269.89,174,9827,26.56,2430357.76
AXISTECETF,05-Jun-2025,400.74,1109,74.78,401.22,83,1483,5.94,444420.66000000003
AXISVALUE,05-Jun-2025,27.98,1996,61.15,27.95,80,3264,0.91,55848.08
AXITA,05-Jun-2025,9.14,1954632,56.60,9.09,5322,3453453,315.63,17865336.48
AXSENSEX,05-Jun-2025,83.32,904,39.03,83.15,30,2316,1.93,75321.28
AYMSYNTEX,05-Jun-2025,240.61,68289,78.01,243.4,1386,87538,210.62,16431016.290000001
AZAD,05-Jun-2025,1776.08,183730,50.04,1753.6,27231,367195,6521.68,326319178.4
BAIDFIN,05-Jun-2025,11.14,155531,71.80,11.11,1242,216632,24.14,1732615.34
BAJAJ-AUTO,05-Jun-2025,8563.01,245198,64.25,8557.5,36961,381642,32680.06,2099632925.98
BAJAJCON,05-Jun-2025,175.08,138738,59.24,174.03,4222,234199,410.05,24290249.040000003
BAJAJELEC,05-Jun-2025,655.56,13855,32.59,651.0,4565,42511,278.68,9082783.799999999
BAJAJFINSV,05-Jun-2025,1944.21,853728,47.20,1944.0,78655,1808602,35162.97,1659826514.88
BAJAJHCARE,05-Jun-2025,538.01,66713,53.83,538.0,4380,123932,666.76,35892261.13
BAJAJHFL,05-Jun-2025,122.9,2523867,46.63,122.82,32394,5412201,6651.61,310183254.3
BAJAJHIND,05-Jun-2025,24.77,3399374,40.39,24.36,16946,8415770,2084.73,84202493.98
BAJAJHLDNG,05-Jun-2025,13432.83,15656,39.92,13482.0,11309,39215,5267.68,210304386.48
BAJAJINDEF,05-Jun-2025,276.8,187204,44.71,286.47,9117,418754,1159.12,51818067.2
BAJEL,05-Jun-2025,218.26,128168,42.57,216.27,7943,301071,657.12,27973947.68
BAJFINANCE,05-Jun-2025,8927.86,430140,54.77,8934.0,77620,785332,70113.37,3840229700.4
BALAJEE,05-Jun-2025,49.7,76792,69.31,49.39,1448,110796,55.06,3816562.4000000004
BALAMINES,05-Jun-2025,1473.04,17685,54.53,1472.1,3742,32431,477.72,26050712.4
BALAXI,05-Jun-2025,51.38,68376,56.10,51.03,2188,121891,62.63,3513158.8800000004
BALKRISHNA,05-Jun-2025,21.09,6869,72.73,20.97,222,9445,1.99,144867.21
BALKRISIND,05-Jun-2025,2467.1,111656,49.83,2460.2,38787,224091,5528.55,275466517.59999996
BALMLAWRIE,05-Jun-2025,214.55,155805,47.35,214.03,6292,329068,706.02,33427962.75
BALPHARMA,05-Jun-2025,98.79,11455,65.09,99.36,534,17599,17.39,1131639.4500000002
BALRAMCHIN,05-Jun-2025,605.0,218059,39.81,604.5,15751,547683,3313.48,131925695.0
BALUFORGE,05-Jun-2025,695.65,402175,49.14,692.15,14756,818425,5693.38,279773038.75
BANARBEADS,05-Jun-2025,119.46,3644,36.33,117.44,896,10029,11.98,435312.24
BANARISUG,05-Jun-2025,3910.17,4269,78.76,3905.6,639,5420,211.93,16692515.73
BANCOINDIA,05-Jun-2025,565.36,148863,52.21,559.0,12459,285097,1611.82,84161185.68
BANDHANBNK,05-Jun-2025,167.68,3765782,58.64,166.86,25653,6421997,10768.3,631446325.76
BANG,05-Jun-2025,59.58,20701,66.13,58.2,981,31303,18.65,1233365.58
BANKA,05-Jun-2025,65.23,3538,54.95,65.04,259,6438,4.2,230783.74000000002
BANKBARODA,05-Jun-2025,251.18,12556215,60.48,250.64,91139,20759942,52145.65,3153870083.7000003
BANKBEES,05-Jun-2025,571.77,643967,68.57,571.78,8026,939189,5369.95,368201011.59
BANKBETF,05-Jun-2025,56.16,10765,71.18,56.17,172,15123,8.49,604562.3999999999
BANKETF,05-Jun-2025,562.25,1163,69.64,562.08,65,1670,9.39,653896.75
BANKETFADD,05-Jun-2025,56.41,2889150,99.93,56.53,174,2891035,1630.72,162976951.5
BANKIETF,05-Jun-2025,56.63,2984905,89.35,56.75,1401,3340613,1891.75,169035170.15
BANKINDIA,05-Jun-2025,124.46,2181534,46.55,124.25,22096,4686895,5833.44,271513721.64
BANKNIFTY1,05-Jun-2025,572.51,427625,89.35,572.28,2335,478616,2740.13,244819588.75
BANKPSU,05-Jun-2025,71.01,13303,93.39,70.92,71,14245,10.12,944646.03
BANSALWIRE,05-Jun-2025,366.19,83153,61.10,368.4,6242,136098,498.38,30449797.07
BANSWRAS,05-Jun-2025,148.36,23820,72.16,147.52,630,33010,48.97,3533935.2
BARBEQUE,05-Jun-2025,312.34,30403,37.19,312.4,3593,81748,255.33,9496073.02
BASF,05-Jun-2025,5141.63,9416,51.71,5115.5,3950,18211,936.34,48413588.08
BASML,05-Jun-2025,33.49,315314,66.76,33.2,2351,472342,158.19,10559865.860000001
BATAINDIA,05-Jun-2025,1218.28,85482,42.57,1210.2,14840,200790,2446.19,104141010.96
BAYERCROP,05-Jun-2025,5586.39,11291,43.89,5575.0,4812,25725,1437.1,63075929.49
BBETF0432,05-Jun-2025,1288.11,976,78.39,1288.84,36,1245,16.04,1257195.3599999999
BBL,05-Jun-2025,3000.27,82490,59.26,3027.6,12587,139210,4176.67,247492272.3
BBNPNBETF,05-Jun-2025,55.6,473,83.87,55.83,13,564,0.31,26298.8
BBNPPGOLD,05-Jun-2025,95.55,1229,70.43,95.8,39,1745,1.67,117430.95
BBOX,05-Jun-2025,561.89,91526,38.29,561.3,10192,239057,1343.23,51427544.14
BBTC,05-Jun-2025,1986.67,14383,49.65,1981.4,4864,28971,575.56,28574274.61
BBTCL,05-Jun-2025,157.2,399,16.49,157.35,585,2420,3.8,62722.799999999996
BCLIND,05-Jun-2025,42.13,260401,51.57,41.96,3821,504966,212.73,10970694.13
BCONCEPTS,05-Jun-2025,357.92,7548,66.06,352.25,720,11426,40.9,2701580.16
BDL,05-Jun-2025,1955.22,623322,20.32,1968.8,98405,3067139,59969.43,1218731640.84
BEARDSELL,05-Jun-2025,30.82,32596,78.15,30.91,401,41711,12.86,1004608.72
BECTORFOOD,05-Jun-2025,1443.02,58933,62.89,1429.7,18915,93708,1352.22,85041497.66
BEDMUTHA,05-Jun-2025,167.1,13670,60.44,165.55,935,22617,37.79,2284257.0
BEL,05-Jun-2025,391.88,8531386,41.12,393.5,144121,20746844,81302.66,3343279545.68
BELRISE,05-Jun-2025,100.67,15299300,39.32,98.35,136659,38905891,39165.08,1540180531.0
BEML,05-Jun-2025,4421.13,187909,22.57,4435.3,57391,832596,36810.12,830770117.1700001
BEPL,05-Jun-2025,117.7,194437,49.24,117.01,7010,394881,464.76,22885234.900000002
BERGEPAINT,05-Jun-2025,579.35,292104,34.56,582.0,25063,845301,4897.27,169230452.4
BFINVEST,05-Jun-2025,517.32,56373,30.31,503.05,9740,186018,962.3,29162880.360000003
BFSI,05-Jun-2025,27.12,438629,80.77,27.14,800,543066,147.3,11895618.48
BFUTILITIE,05-Jun-2025,786.21,123381,27.61,771.7,25609,446889,3513.5,97003376.01
BHAGCHEM,05-Jun-2025,294.09,77657,75.83,292.4,3160,102403,301.16,22838147.13
BHAGERIA,05-Jun-2025,192.92,27236,58.14,192.18,1895,46849,90.38,5254369.12
BHAGYANGR,05-Jun-2025,80.01,27441,59.19,79.33,1168,46357,37.09,2195554.41
BHANDARI,05-Jun-2025,5.8,272269,61.43,5.68,1429,443199,25.72,1579160.2
BHARATFORG,05-Jun-2025,1266.92,875829,65.33,1269.6,34340,1340532,16983.45,1109605276.68
BHARATGEAR,05-Jun-2025,89.36,6989,60.85,89.15,436,11485,10.26,624537.04
BHARATRAS,05-Jun-2025,8960.34,1300,55.56,8942.0,1114,2340,209.67,11648442.0
BHARATWIRE,05-Jun-2025,218.42,696810,18.50,222.65,51753,3765613,8224.95,152197240.2
BHARTIARTL,05-Jun-2025,1874.29,6573495,73.04,1878.8,157560,8999675,168679.78,12320635943.55
