SYMBOL,DATE1,AVG_PRICE,DELIV_QTY,DELIV_PER,CLOSE_PRICE,NO_OF_TRADES,TTL_TRD_QNTY,TURNOVER_LACS,amount
AGRITECH,19-Jun-2025,153.21,5562,62.87,150.67,562,8847,13.55,852154.02
AGROPHOS,19-Jun-2025,35.5,19327,56.84,34.85,584,34002,12.07,686108.5
AHLADA,19-Jun-2025,76.68,155989,27.62,74.45,7201,564763,433.04,11961236.520000001
AHLEAST,19-Jun-2025,147.82,9567,70.01,147.18,407,13666,20.2,1414193.94
AHLUCONT,19-Jun-2025,907.82,17454,52.50,895.05,4169,33246,301.81,15845090.280000001
AIAENG,19-Jun-2025,3370.09,15914,60.31,3360.0,8341,26386,889.23,53631612.260000005
AIIL,19-Jun-2025,2552.69,52448,27.10,2549.8,21869,193549,4940.71,133883485.12
AIRAN,19-Jun-2025,29.43,111280,67.61,29.05,1358,164589,48.44,3274970.4
AIROLAM,19-Jun-2025,118.4,32693,13.57,115.06,4892,240878,285.21,3870851.2
AJANTPHARM,19-Jun-2025,2550.77,23017,51.01,2545.7,8627,45126,1151.06,58711073.089999996
AJAXENGG,19-Jun-2025,592.54,61711,53.89,588.75,8149,114504,678.48,36566235.94
AJMERA,19-Jun-2025,962.68,25427,45.63,948.5,4119,55728,536.48,24478064.36
AJOONI,19-Jun-2025,5.55,363621,77.91,5.49,723,466695,25.91,2018096.55
AKASH,19-Jun-2025,28.49,6387,43.41,28.22,238,14714,4.19,181965.62999999998
AKG,19-Jun-2025,13.59,15717,57.36,13.44,277,27400,3.72,213594.03
AKSHARCHEM,19-Jun-2025,243.47,1626,55.38,238.77,352,2936,7.15,395882.22
AKSHOPTFBR,19-Jun-2025,8.97,123960,82.89,8.92,360,149547,13.41,1111921.2000000002
AKUMS,19-Jun-2025,541.57,98314,56.32,541.05,13425,174565,945.39,53243912.980000004
AKZOINDIA,19-Jun-2025,3212.61,4659,64.89,3190.3,1586,7180,230.67,14967549.99
ALANKIT,19-Jun-2025,14.69,203506,52.64,14.53,1501,386594,56.81,2989503.14
ALBERTDAVD,19-Jun-2025,845.24,4478,69.36,845.95,643,6456,54.57,3784984.72
ALEMBICLTD,19-Jun-2025,111.98,215286,38.48,110.49,9793,559425,626.42,24107726.28
ALICON,19-Jun-2025,862.02,3134,37.66,856.6,1667,8322,71.74,2701570.68
ALIVUS,19-Jun-2025,1000.2,30087,54.54,1000.8,4829,55160,551.71,30093017.400000002
ALKALI,19-Jun-2025,98.01,2721,55.10,97.15,252,4938,4.84,266685.21
ALKEM,19-Jun-2025,4784.4,43424,54.82,4782.0,9857,79205,3789.49,207757785.6
ALKYLAMINE,19-Jun-2025,1960.13,26100,33.29,1964.6,9686,78409,1536.92,51159393.0
ALLCARGO,19-Jun-2025,34.39,1672491,39.12,34.03,16077,4274823,1470.25,57516965.49
ALLDIGI,19-Jun-2025,903.72,1918,49.59,901.5,630,3868,34.96,1733334.96
ALMONDZ,19-Jun-2025,19.63,80245,59.32,19.46,1346,135268,26.55,1575209.3499999999
ALOKINDS,19-Jun-2025,19.24,2476373,35.70,18.88,13549,6935655,1334.15,47645416.519999996
ALPA,19-Jun-2025,97.85,10033,59.26,97.16,465,16930,16.57,981729.0499999999
ALPHA,19-Jun-2025,49.85,824193,59.47,49.48,5086,1386000,690.95,41086021.050000004
ALPHAETF,19-Jun-2025,24.8,243786,61.95,24.69,1625,393514,97.58,6045892.8
ALPHAGEO,19-Jun-2025,269.61,4350,53.24,266.45,410,8171,22.03,1172803.5
ALPL30IETF,19-Jun-2025,27.38,843565,62.00,27.41,1387,1360514,372.44,23096809.7
AMBER,19-Jun-2025,6613.46,149287,34.80,6422.5,56238,429010,28372.38,987303603.02
AMBICAAGAR,19-Jun-2025,27.44,16782,39.30,26.94,1531,42705,11.72,460498.08
AMBIKCO,19-Jun-2025,1515.12,5420,69.84,1503.2,1131,7761,117.59,8211950.399999999
AMBUJACEM,19-Jun-2025,538.09,1319723,67.27,532.8,25062,1961693,10555.68,710129749.07
AMDIND,19-Jun-2025,49.41,3798,53.27,49.16,130,7130,3.52,187659.18
AMJLAND,19-Jun-2025,63.49,60290,45.61,61.81,2800,132188,83.92,3827812.1
AMNPLST,19-Jun-2025,239.99,3768,59.74,237.16,687,6307,15.14,904282.3200000001
AMRUTANJAN,19-Jun-2025,722.89,10509,45.18,726.4,3066,23259,168.14,7596851.01
ANANDRATHI,19-Jun-2025,2067.0,428232,88.27,2048.1,9356,485137,10027.79,885155544.0
ANANTRAJ,19-Jun-2025,522.63,694578,35.70,515.05,46855,1945436,10167.49,363007300.14
ANDHRAPAP,19-Jun-2025,77.82,27461,29.72,77.96,2695,92412,71.91,2137015.02
ANDHRSUGAR,19-Jun-2025,75.02,45568,47.28,74.83,1634,96379,72.3,3418511.36
ANGELONE,19-Jun-2025,2830.96,154615,22.88,2781.6,46301,675724,19129.51,437708880.4
ANIKINDS,19-Jun-2025,107.27,6996,65.07,106.82,558,10751,11.53,750460.9199999999
ANMOL,19-Jun-2025,17.35,64671,59.06,17.03,1065,109503,19.0,1122041.85
ANTGRAPHIC,19-Jun-2025,1.31,691440,59.54,1.27,757,1161229,15.26,905786.4
ANUHPHR,19-Jun-2025,208.94,14191,59.05,207.78,1307,24033,50.22,2965067.54
ANUP,19-Jun-2025,2623.06,10665,37.94,2599.7,5961,28109,737.32,27974934.9
ANURAS,19-Jun-2025,1129.3,116994,53.53,1133.3,10947,218552,2468.1,132121324.19999999
AONELIQUID,19-Jun-2025,1013.08,22495,76.76,1013.07,258,29305,296.88,22789234.6
AONENIFTY,19-Jun-2025,10.12,127891,79.10,10.11,1747,161684,16.36,1294256.92
AONETOTAL,19-Jun-2025,11.52,789109,53.47,11.47,4351,1475809,170.01,9090535.68
APARINDS,19-Jun-2025,7825.27,18330,40.39,7761.5,12304,45387,3551.66,143437199.1
APCL,19-Jun-2025,136.29,8125,81.53,135.21,153,9966,13.58,1107356.25
APCOTEXIND,19-Jun-2025,385.48,40772,67.24,383.7,3541,60640,233.75,15716790.56
APEX,19-Jun-2025,230.74,21798,46.09,230.42,3996,47291,109.12,5029670.5200000005
APLAPOLLO,19-Jun-2025,1778.56,269956,60.90,1771.9,29987,443298,7884.33,480132943.36
APLLTD,19-Jun-2025,940.95,21186,40.61,933.1,5926,52169,490.88,19934966.7
APOLLO,19-Jun-2025,193.33,1526730,36.09,189.54,32986,4230150,8178.27,295162710.90000004
APOLLOHOSP,19-Jun-2025,6996.79,303158,65.61,7009.5,43733,462080,32330.78,2121132862.82
APOLLOPIPE,19-Jun-2025,443.35,42470,55.80,440.2,3494,76116,337.46,18829074.5
APOLLOTYRE,19-Jun-2025,445.99,297923,54.23,447.1,20993,549351,2450.04,132870678.77
APOLSINHOT,19-Jun-2025,1268.37,426,53.65,1257.3,210,794,10.07,540325.62
APTUS,19-Jun-2025,312.13,563021,62.40,310.6,23013,902298,2816.34,175735744.73
ARCHIDPLY,19-Jun-2025,107.48,24804,78.23,108.34,621,31707,34.08,2665933.92
ARCHIES,19-Jun-2025,22.97,87734,60.18,22.31,1448,145787,33.48,2015249.98
ARE&M,19-Jun-2025,989.27,156615,53.78,986.2,18532,291223,2880.99,154934521.05
ARENTERP,19-Jun-2025,44.86,527,58.56,44.58,53,900,0.4,23641.22
ARIES,19-Jun-2025,316.45,34993,39.81,308.6,3796,87890,278.13,11073534.85
ARIHANTCAP,19-Jun-2025,72.88,112909,60.43,72.0,2434,186854,136.19,8228807.92
ARIHANTSUP,19-Jun-2025,359.59,9313,40.86,354.4,945,22793,81.96,3348861.67
ARKADE,19-Jun-2025,190.48,532793,35.83,187.49,20297,1486956,2832.4,101486410.64
ARMANFIN,19-Jun-2025,1763.4,41857,26.11,1766.7,18658,160302,2826.77,73810633.8
AROGRANITE,19-Jun-2025,41.25,20900,63.87,41.81,900,32724,13.5,862125.0
ARTEMISMED,19-Jun-2025,245.94,22169,53.33,244.3,2318,41567,102.23,5452243.86
ARVEE,19-Jun-2025,165.35,235,48.35,162.87,48,486,0.8,38857.25
ARVIND,19-Jun-2025,338.93,127547,48.42,340.15,8707,263407,892.77,43229504.71
ARVINDFASN,19-Jun-2025,477.56,123056,47.15,477.45,20979,260974,1246.3,58766623.36
ARVSMART,19-Jun-2025,665.85,42420,64.54,664.6,4984,65727,437.64,28245357.0
ASAHIINDIA,19-Jun-2025,786.95,624159,8.12,738.45,185829,7683423,60464.99,491181925.05
ASAL,19-Jun-2025,582.22,41867,14.14,573.6,16335,296045,1723.64,24375804.740000002
ASALCBR,19-Jun-2025,1050.91,14726,54.75,1051.0,3210,26899,282.69,15475700.660000002
ASHAPURMIN,19-Jun-2025,386.16,101896,38.29,388.55,7021,266122,1027.66,39348159.36
ASHIANA,19-Jun-2025,348.46,32260,48.66,341.9,4249,66300,231.03,11241319.6
ASHOKA,19-Jun-2025,201.98,564985,29.46,198.84,30742,1917620,3873.27,114115670.3
ASHOKAMET,19-Jun-2025,17.25,16010,63.85,17.25,206,25074,4.33,276172.5
ASHOKLEY,19-Jun-2025,233.42,1767497,43.14,232.86,43905,4097180,9563.46,412569149.73999995
ASIANENE,19-Jun-2025,296.04,34975,38.48,292.05,3549,90880,269.04,10353999.0
ASIANPAINT,19-Jun-2025,2275.72,242778,46.25,2268.0,37899,524936,11946.09,552494750.16
ASIANTILES,19-Jun-2025,67.93,808495,40.07,68.27,7619,2017542,1370.48,54921065.35000001
ASKAUTOLTD,19-Jun-2025,459.61,109813,36.45,458.25,13534,301271,1384.68,50471152.93
ASMS,19-Jun-2025,14.04,144375,61.17,13.95,1364,236013,33.13,2027024.9999999998
ASPINWALL,19-Jun-2025,280.79,2780,74.65,280.5,160,3724,10.46,780596.2000000001
ASTEC,19-Jun-2025,749.46,9653,51.95,742.15,2215,18582,139.26,7234537.38
ASTERDM,19-Jun-2025,566.68,514252,65.83,571.4,21820,781143,4426.61,291416323.35999995
ASTRAL,19-Jun-2025,1535.36,512957,55.46,1519.5,36091,924980,14201.76,787573659.52
ASTRAMICRO,19-Jun-2025,1123.19,150186,33.65,1105.2,23775,446371,5013.58,168687413.34
ASTRAZEN,19-Jun-2025,9520.89,9357,23.24,9410.5,11047,40260,3833.11,89086967.72999999
ATAM,19-Jun-2025,107.93,14567,51.87,106.24,1158,28081,30.31,1572216.31
ATGL,19-Jun-2025,631.7,447134,33.82,622.6,49296,1322163,8352.05,282454547.8
ATHERENERG,19-Jun-2025,319.21,291510,49.74,319.2,26442,586070,1870.78,93052907.1
ATL,19-Jun-2025,28.65,92502,55.13,28.58,1662,167801,48.07,2650182.3
ATLANTAA,19-Jun-2025,35.78,12974,65.94,35.34,291,19676,7.04,464209.72000000003
ATUL,19-Jun-2025,7020.54,7330,34.68,7007.5,5990,21134,1483.72,51460558.2
ATULAUTO,19-Jun-2025,444.05,35480,52.26,439.45,4197,67886,301.45,15754894.0
AUBANK,19-Jun-2025,797.29,1564808,36.94,790.1,77782,4235907,33772.3,1247605770.32
AURIONPRO,19-Jun-2025,1345.63,33557,50.10,1338.9,6069,66980,901.31,45155305.910000004
AUROPHARMA,19-Jun-2025,1087.97,548972,56.22,1082.5,27063,976481,10623.82,597265066.84
AURUM,19-Jun-2025,201.54,62466,27.95,195.79,15009,223496,450.44,12589397.639999999
AUTOAXLES,19-Jun-2025,1807.71,2482,36.98,1779.1,2522,6711,121.32,4486736.22
AUTOBEES,19-Jun-2025,238.79,115747,66.40,239.12,1365,174312,416.25,27639226.13
AUTOIETF,19-Jun-2025,23.95,300882,63.97,23.95,1969,470373,112.67,7206123.899999999
AUTOIND,19-Jun-2025,81.12,80691,68.79,79.4,2672,117299,95.16,6545653.92
AVADHSUGAR,19-Jun-2025,491.98,13650,42.94,487.1,2377,31791,156.41,6715527.0
AVALON,19-Jun-2025,841.53,39095,29.56,841.65,10202,132247,1112.89,32899615.349999998
AVANTEL,19-Jun-2025,155.35,828784,34.84,153.95,19372,2378559,3695.15,128751594.39999999
AVANTIFEED,19-Jun-2025,753.38,110766,43.51,751.3,11792,254557,1917.77,83448889.08
AVG,19-Jun-2025,287.87,9584,75.84,285.05,753,12637,36.38,2758946.08
AVL,19-Jun-2025,337.19,469408,65.15,338.0,24438,720457,2429.34,158279683.52
AVROIND,19-Jun-2025,159.71,1425,52.20,160.06,280,2730,4.36,227586.75
AVTNPL,19-Jun-2025,63.77,40037,72.08,63.8,852,55546,35.42,2553159.49
AWFIS,19-Jun-2025,652.02,82270,52.32,645.05,14610,157231,1025.18,53641685.4
AWHCL,19-Jun-2025,607.59,30032,49.37,602.0,5261,60830,369.6,18247142.880000003
AWL,19-Jun-2025,258.42,694242,50.52,256.85,29888,1374153,3551.09,179406017.64000002
AXISBANK,19-Jun-2025,1221.06,2642274,62.26,1217.5,189357,4243763,51818.91,3226375090.44
AXISBNKETF,19-Jun-2025,568.94,451,81.70,569.47,39,552,3.14,256591.94000000003
AXISBPSETF,19-Jun-2025,12.7,19171,73.37,12.74,310,26129,3.32,243471.69999999998
AXISCETF,19-Jun-2025,117.15,378,67.02,117.42,30,564,0.66,44282.700000000004
AXISGOLD,19-Jun-2025,83.1,272793,77.83,83.3,2000,350513,291.26,22669098.299999997
AXISHCETF,19-Jun-2025,142.12,1048,83.24,141.87,46,1259,1.79,148941.76
AXISILVER,19-Jun-2025,108.92,326586,89.72,108.27,882,364025,396.49,35571747.12
AXISNIFTY,19-Jun-2025,270.91,2066,96.45,270.65,112,2142,5.8,559700.06
AXISTECETF,19-Jun-2025,417.52,2662,90.51,417.16,66,2941,12.28,1111438.24
AXISVALUE,19-Jun-2025,27.7,17176,96.38,27.62,306,17822,4.94,475775.2
AXITA,19-Jun-2025,9.01,534399,37.51,9.01,1396,1424544,128.35,4814934.99
AXSENSEX,19-Jun-2025,83.16,832,91.23,83.29,32,912,0.76,69189.12
AYMSYNTEX,19-Jun-2025,238.61,7404,40.36,237.2,765,18346,43.78,1766668.4400000002
AZAD,19-Jun-2025,1630.9,163054,45.47,1651.6,31258,358574,5847.97,265924768.60000002
BAGFILMS,19-Jun-2025,7.33,79307,55.71,7.21,954,142364,10.43,581320.31
BAIDFIN,19-Jun-2025,11.5,160583,59.30,11.25,1104,270780,31.13,1846704.5
BAJAJ-AUTO,19-Jun-2025,8505.89,171147,51.50,8496.0,46709,332303,28265.32,1455757555.83
BAJAJCON,19-Jun-2025,171.75,65903,42.28,171.46,5325,155880,267.72,11318840.25
BAJAJELEC,19-Jun-2025,665.42,25211,39.01,660.25,7361,64635,430.1,16775903.62
BAJAJFINSV,19-Jun-2025,1977.56,243380,32.63,1967.6,42353,745887,14750.39,481298552.8
BAJAJHCARE,19-Jun-2025,524.67,34733,57.83,521.7,2710,60063,315.13,18223363.11
BAJAJHFL,19-Jun-2025,118.58,3654615,59.58,117.86,73865,6133605,7273.03,433364246.7
BAJAJHIND,19-Jun-2025,22.89,2067647,26.67,22.61,20324,7752917,1775.01,47328439.83
BAJAJHLDNG,19-Jun-2025,13572.79,13717,38.18,13465.0,10329,35924,4875.89,186177960.43
BAJAJINDEF,19-Jun-2025,406.88,51436,35.75,402.64,6324,143887,585.44,20928279.68
BAJFINANCE,19-Jun-2025,905.42,3727527,56.60,900.5,144496,6585940,59630.59,3374977496.3399997
BALAJEE,19-Jun-2025,44.94,43416,50.51,44.41,1919,85957,38.63,1951115.0399999998
BALAMINES,19-Jun-2025,1415.96,18710,45.85,1403.8,6809,40807,577.81,26492611.6
BALAXI,19-Jun-2025,49.48,87636,56.33,49.4,2140,155586,76.99,4336229.279999999
BALKRISHNA,19-Jun-2025,20.78,15157,51.70,20.87,271,29320,6.09,314962.46
BALKRISIND,19-Jun-2025,2432.82,93303,47.71,2403.7,15926,195547,4757.3,226989404.46
BALMLAWRIE,19-Jun-2025,204.66,103117,55.90,203.5,5959,184474,377.54,21103925.22
BALPHARMA,19-Jun-2025,99.01,7858,65.29,98.68,444,12036,11.92,778020.5800000001
BALRAMCHIN,19-Jun-2025,589.08,126300,39.33,589.15,15402,321092,1891.5,74400804.0
BANARBEADS,19-Jun-2025,121.86,4667,37.59,120.03,1027,12415,15.13,568720.62
BANARISUG,19-Jun-2025,3912.65,367,40.60,3902.8,267,904,35.37,1435942.55
BANCOINDIA,19-Jun-2025,568.98,201639,46.27,559.8,14481,435757,2479.36,114728558.22
BANDHANBNK,19-Jun-2025,179.05,4358930,49.58,178.25,42893,8791149,15740.31,780466416.5
BANG,19-Jun-2025,55.56,4776,68.76,56.01,192,6946,3.86,265354.56
BANKA,19-Jun-2025,72.22,8237,48.71,71.66,581,16911,12.21,594876.14
BANKBARODA,19-Jun-2025,232.46,5882440,48.69,231.66,74819,12080316,28081.63,1367432002.4
BANKBEES,19-Jun-2025,570.78,202625,51.18,570.08,7177,395928,2259.87,115654297.5
BANKBETF,19-Jun-2025,56.14,5950,66.41,56.07,182,8960,5.03,334033.0
BANKETF,19-Jun-2025,561.88,2663,68.53,561.27,612,3886,21.83,1496286.44
BANKETFADD,19-Jun-2025,56.5,12453,78.68,56.31,98,15827,8.94,703594.5
BANKIETF,19-Jun-2025,56.56,197066,67.83,56.46,852,290508,164.3,11146052.96
BANKINDIA,19-Jun-2025,116.34,10815903,50.50,115.68,67719,21418540,24918.77,1258322155.02
BANKNIFTY1,19-Jun-2025,571.52,7647,87.34,570.81,353,8755,50.04,4370413.4399999995
BANKPSU,19-Jun-2025,67.86,7560,70.27,67.7,158,10758,7.3,513021.6
BANSALWIRE,19-Jun-2025,372.43,29324,32.55,372.75,3309,90091,335.52,10921137.32
BANSWRAS,19-Jun-2025,137.69,13840,61.96,136.98,1002,22336,30.76,1905629.5999999999
BARBEQUE,19-Jun-2025,316.7,28028,27.13,316.15,4689,103319,327.21,8876467.6
BASF,19-Jun-2025,4950.32,8334,40.27,4910.5,6549,20697,1024.57,41255966.879999995
BASML,19-Jun-2025,33.14,138200,58.18,32.88,1293,237537,78.72,4579948.0
BATAINDIA,19-Jun-2025,1206.19,15693,45.28,1203.4,3221,34659,418.05,18928739.67
BAYERCROP,19-Jun-2025,5674.51,13650,33.95,5594.5,12065,40201,2281.21,77457061.5
BBETF0432,19-Jun-2025,1278.78,5154,84.44,1279.7,48,6104,78.06,6590832.12
BBL,19-Jun-2025,2834.6,27175,48.54,2819.7,10806,55987,1587.01,77030255.0
BBNPNBETF,19-Jun-2025,55.81,2309,87.69,55.85,39,2633,1.47,128865.29000000001
BBNPPGOLD,19-Jun-2025,97.03,519,85.22,97.2,38,609,0.59,50358.57
BBTC,19-Jun-2025,1899.69,17438,43.58,1885.1,7479,40012,760.1,33126794.220000003
BBTCL,19-Jun-2025,160.32,1132,24.06,161.01,574,4704,7.54,181482.24
BCLIND,19-Jun-2025,41.02,273224,53.59,40.43,4589,509802,209.11,11207648.48
BCONCEPTS,19-Jun-2025,367.23,44502,35.60,351.6,6268,125001,459.04,16342469.46
BDL,19-Jun-2025,1912.89,678032,17.12,1884.3,136820,3959965,75749.66,1297000632.48
BEARDSELL,19-Jun-2025,31.66,27355,51.48,31.13,793,53132,16.82,866059.3
BECTORFOOD,19-Jun-2025,1396.82,36585,58.59,1395.4,9438,62440,872.18,51102659.699999996
BEDMUTHA,19-Jun-2025,150.59,4490,63.39,149.73,546,7083,10.67,676149.1
BEL,19-Jun-2025,399.11,6243979,34.27,398.55,175815,18220823,72720.73,2492034458.69
BELRISE,19-Jun-2025,102.44,5444360,29.83,99.95,63423,18253799,18699.99,557720238.4
BEML,19-Jun-2025,4413.66,282479,21.06,4287.8,91833,1341549,59211.4,1246766263.1399999
BEPL,19-Jun-2025,111.18,289375,43.28,109.45,10833,668658,743.44,32172712.500000004
BERGEPAINT,19-Jun-2025,549.13,104159,52.29,544.5,11758,199184,1093.77,57196831.67
BFINVEST,19-Jun-2025,482.44,14735,50.94,477.1,2574,28929,139.57,7108753.4
BFSI,19-Jun-2025,27.04,60854,73.83,27.0,761,82428,22.29,1645492.16
BFUTILITIE,19-Jun-2025,774.58,35805,29.80,766.4,8275,120140,930.58,27733836.900000002
BHAGCHEM,19-Jun-2025,298.34,50374,54.82,298.35,2854,91895,274.16,15028579.159999998
BHAGERIA,19-Jun-2025,182.82,13746,73.20,180.49,741,18779,34.33,2513043.7199999997
BHAGYANGR,19-Jun-2025,72.51,26154,61.35,71.05,1147,42632,30.91,1896426.54
BHANDARI,19-Jun-2025,5.31,173265,60.37,5.26,958,287023,15.23,920037.1499999999
BHARATFORG,19-Jun-2025,1284.69,226037,40.72,1277.0,27910,555035,7130.48,290387473.53000003
BHARATGEAR,19-Jun-2025,88.35,11190,53.39,87.03,829,20960,18.52,988636.4999999999
BHARATRAS,19-Jun-2025,10244.8,2279,22.78,10140.0,3313,10003,1024.79,23347899.2
BHARATWIRE,19-Jun-2025,214.95,169352,36.34,211.64,11237,466043,1001.78,36402212.4
BHARTIARTL,19-Jun-2025,1874.79,3036108,64.43,1877.0,119233,4712312,88345.86,5692064917.32
BHARTIHEXA,19-Jun-2025,1750.64,40220,42.02,1748.8,13983,95709,1675.52,70410740.8
BHEL,19-Jun-2025,247.28,2393389,36.82,247.2,50907,6499510,16072.24,591837231.92
BIGBLOC,19-Jun-2025,63.91,73045,47.84,63.33,3227,152691,97.58,4668305.95
