SYMBOL,DATE1,AVG_PRICE,DELIV_QTY,DELIV_PER,CLOSE_PRICE,NO_OF_TRADES,TTL_TRD_QNTY,TURNOVER_LACS,amount
ADANIPORTS,06-Jun-2025,1469.57,572739,45.10,1471.7,56930,1269864,18661.48,841680052.23
ADANIPOWER,06-Jun-2025,556.51,1441437,35.93,555.25,79986,4011381,22323.78,802174104.87
ADFFOODS,06-Jun-2025,259.59,84788,53.16,257.48,7850,159495,414.03,22010116.919999998
ADOR,06-Jun-2025,988.67,2627,54.29,990.5,1015,4839,47.84,2597236.09
ADROITINFO,06-Jun-2025,11.2,14930,56.93,11.2,211,26227,2.94,167216.0
ADSL,06-Jun-2025,192.95,281744,36.57,191.84,14041,770488,1486.67,54362504.8
ADVANIHOTR,06-Jun-2025,61.1,22544,59.95,61.16,855,37604,22.98,1377438.4000000001
ADVENZYMES,06-Jun-2025,303.7,56059,55.00,303.6,4630,101932,309.57,17025118.3
AEGISLOG,06-Jun-2025,803.2,166663,54.59,799.95,9134,305289,2452.07,133863721.60000001
AEGISVOPAK,06-Jun-2025,255.52,777696,45.97,256.99,42369,1691722,4322.62,198716881.92000002
AEROFLEX,06-Jun-2025,163.17,207951,61.26,163.01,6160,339476,553.94,33931364.669999994
AETHER,06-Jun-2025,790.95,140792,56.97,789.95,11741,247148,1954.82,111359432.4
AFCONS,06-Jun-2025,432.9,1700907,64.68,435.2,42562,2629701,11383.87,736322640.3
AFFLE,06-Jun-2025,1796.31,110372,63.22,1799.2,13077,174597,3136.3,198262327.32
AFFORDABLE,06-Jun-2025,435.65,8630,52.91,438.5,872,16312,71.06,3759659.5
AFIL,06-Jun-2025,8.48,2948788,68.68,8.45,2520,4293348,363.86,25005722.240000002
AFSL,06-Jun-2025,219.18,50643,85.68,219.09,1346,59109,129.55,11099932.74
AGARIND,06-Jun-2025,976.99,6712,60.89,974.75,1004,11024,107.7,6557556.88
AGARWALEYE,06-Jun-2025,363.29,328995,62.67,367.9,23988,524968,1907.13,119520593.55000001
AGI,06-Jun-2025,853.25,38608,55.81,854.35,6523,69179,590.27,32942276.0
AGIIL,06-Jun-2025,896.22,157430,24.55,898.45,34265,641324,5747.65,141091914.6
AGRITECH,06-Jun-2025,158.98,9135,52.93,158.67,958,17259,27.44,1452282.2999999998
AGROPHOS,06-Jun-2025,37.47,60847,48.25,36.82,1508,126098,47.25,2279937.09
AHLADA,06-Jun-2025,65.11,14857,86.54,64.81,376,17167,11.18,967339.27
AHLEAST,06-Jun-2025,139.89,4974,53.02,139.75,564,9381,13.12,695812.86
AHLUCONT,06-Jun-2025,916.51,32541,53.77,911.05,4408,60514,554.62,29824151.91
AIAENG,06-Jun-2025,3503.91,7252,47.36,3502.0,4183,15311,536.48,25410355.32
AIIL,06-Jun-2025,2483.5,35812,36.32,2495.1,11108,98600,2448.73,88939102.0
AIRAN,06-Jun-2025,27.53,42928,58.35,27.45,762,73566,20.25,1181807.84
AIROLAM,06-Jun-2025,95.09,759,55.20,95.17,56,1375,1.31,72173.31
AJANTPHARM,06-Jun-2025,2592.34,36349,43.16,2571.3,11375,84218,2183.22,94228966.66000001
AJAXENGG,06-Jun-2025,623.05,152420,47.70,622.75,18916,319530,1990.84,94965281.0
AJMERA,06-Jun-2025,907.89,232470,32.09,916.35,40795,724388,6576.63,211057188.29999998
AJOONI,06-Jun-2025,5.64,735018,61.96,5.62,1959,1186302,66.91,4145501.5199999996
AKASH,06-Jun-2025,28.16,23232,51.51,28.53,394,45105,12.7,654213.12
AKG,06-Jun-2025,14.09,34082,29.74,13.73,835,114591,16.14,480215.38
AKSHARCHEM,06-Jun-2025,250.86,2257,56.38,249.49,313,4003,10.04,566191.02
AKUMS,06-Jun-2025,561.27,37023,46.64,564.15,4509,79382,445.55,20779899.21
AKZOINDIA,06-Jun-2025,3257.56,8677,62.28,3239.7,3007,13933,453.88,28265848.12
ALANKIT,06-Jun-2025,14.68,219029,64.51,14.61,1828,339553,49.84,3215345.7199999997
ALBERTDAVD,06-Jun-2025,805.17,2562,69.71,806.2,453,3675,29.59,2062845.5399999998
ALEMBICLTD,06-Jun-2025,112.27,265327,44.54,112.07,7515,595649,668.74,29788262.29
ALICON,06-Jun-2025,908.64,3712,52.38,905.75,878,7086,64.39,3372871.68
ALIVUS,06-Jun-2025,1008.14,27784,55.37,1006.1,7297,50180,505.89,28010161.759999998
ALKALI,06-Jun-2025,101.9,9160,67.87,101.01,462,13496,13.75,933404.0
ALKEM,06-Jun-2025,4848.51,89578,49.28,4862.5,18984,181782,8813.71,434319828.78000003
ALKYLAMINE,06-Jun-2025,1966.74,13574,42.30,1981.6,6496,32089,631.11,26696528.76
ALLCARGO,06-Jun-2025,34.69,6731924,29.57,34.05,59776,22762996,7897.55,233530443.55999997
ALLDIGI,06-Jun-2025,907.69,3524,56.42,904.75,976,6246,56.69,3198699.56
ALMONDZ,06-Jun-2025,20.39,144408,53.21,20.39,1935,271403,55.33,2944479.12
ALOKINDS,06-Jun-2025,19.36,1956040,49.19,19.31,9912,3976867,770.04,37868934.4
ALPA,06-Jun-2025,98.61,33043,58.45,99.04,1137,56532,55.74,3258370.23
ALPHA,06-Jun-2025,50.97,1280151,68.28,51.1,4205,1874745,955.59,65249296.47
ALPHAETF,06-Jun-2025,25.29,582371,56.80,25.4,6484,1025300,259.3,14728162.59
ALPHAGEO,06-Jun-2025,260.71,4636,73.58,259.2,366,6301,16.43,1208651.5599999998
ALPL30IETF,06-Jun-2025,27.43,170861,64.58,27.49,1627,264568,72.56,4686717.2299999995
AMBER,06-Jun-2025,6338.27,91295,39.85,6396.5,34334,229119,14522.18,578652359.6500001
AMBICAAGAR,06-Jun-2025,29.47,11131,57.81,29.46,230,19254,5.67,328030.57
AMBIKCO,06-Jun-2025,1673.11,7312,48.06,1686.7,2648,15214,254.55,12233780.319999998
AMBUJACEM,06-Jun-2025,553.58,2235401,79.22,555.15,23393,2821698,15620.46,1237473285.5800002
AMDIND,06-Jun-2025,49.99,10771,71.47,49.95,434,15071,7.53,538442.29
AMJLAND,06-Jun-2025,61.67,42342,60.37,62.11,1210,70143,43.26,2611231.14
AMNPLST,06-Jun-2025,243.28,12184,54.10,241.37,980,22522,54.79,2964123.52
AMRUTANJAN,06-Jun-2025,718.59,3768,51.84,714.45,1468,7269,52.23,2707647.12
ANANDRATHI,06-Jun-2025,1989.13,30608,45.06,1978.2,7708,67927,1351.15,60883291.04000001
ANANTRAJ,06-Jun-2025,576.67,873419,33.77,575.8,46765,2586010,14912.65,503674534.72999996
ANDHRAPAP,06-Jun-2025,77.15,48984,39.83,77.16,2591,122983,94.88,3779115.6
ANDHRSUGAR,06-Jun-2025,76.78,65921,57.42,76.62,1831,114811,88.15,5061414.38
ANGELONE,06-Jun-2025,3231.8,193067,24.37,3217.0,58671,792282,25605.0,623953930.6
ANMOL,06-Jun-2025,17.64,28512,45.07,17.76,1367,63258,11.16,502951.68
ANTGRAPHIC,06-Jun-2025,1.08,248080,66.89,1.07,363,370861,3.99,267926.4
ANUHPHR,06-Jun-2025,213.17,12198,39.48,211.47,1563,30897,65.86,2600247.6599999997
ANUP,06-Jun-2025,2810.87,8502,57.92,2796.4,3770,14679,412.61,23898016.74
ANURAS,06-Jun-2025,1045.17,100145,69.40,1041.9,6341,144307,1508.26,104668549.65
AONELIQUID,06-Jun-2025,1011.61,37746,98.86,1011.61,692,38181,386.24,38184231.06
AONENIFTY,06-Jun-2025,10.14,180122,91.00,10.16,1178,197930,20.08,1826437.08
AONETOTAL,06-Jun-2025,11.66,236062,51.56,11.69,2883,457843,53.37,2752482.92
APARINDS,06-Jun-2025,8034.99,25112,42.76,8104.0,14564,58731,4719.03,201774668.88
APCL,06-Jun-2025,138.56,2549,15.13,137.22,1105,16846,23.34,353189.44
APCOTEXIND,06-Jun-2025,377.78,11032,58.14,375.1,1435,18976,71.69,4167668.9599999995
APEX,06-Jun-2025,223.55,17949,39.97,222.37,1076,44901,100.38,4012498.95
APLAPOLLO,06-Jun-2025,1914.11,137129,55.52,1920.9,18582,246970,4727.27,262479990.19
APLLTD,06-Jun-2025,983.82,16204,40.01,987.6,5467,40498,398.43,15941819.280000001
APOLLO,06-Jun-2025,207.42,3151957,35.81,204.97,58599,8801647,18256.28,653778920.9399999
APOLLOHOSP,06-Jun-2025,6893.39,150679,55.93,6942.5,36547,269399,18570.73,1038689111.8100001
APOLLOPIPE,06-Jun-2025,436.2,172594,42.08,427.5,11283,410118,1788.93,75285502.8
APOLLOTYRE,06-Jun-2025,470.59,724559,48.13,471.2,27064,1505404,7084.25,340970219.81
APOLSINHOT,06-Jun-2025,1280.51,1302,68.67,1281.4,295,1896,24.28,1667224.02
APTUS,06-Jun-2025,314.39,2887051,54.77,316.6,82788,5270856,16571.0,907659963.89
ARCHIDPLY,06-Jun-2025,102.46,30806,49.97,101.2,1211,61653,63.17,3156382.76
ARCHIES,06-Jun-2025,20.15,22511,72.01,20.11,516,31259,6.3,453596.64999999997
ARE&M,06-Jun-2025,1001.11,201527,47.44,1000.1,22971,424767,4252.37,201750694.97
ARENTERP,06-Jun-2025,51.17,3012,53.27,49.59,110,5654,2.89,154124.04
ARIES,06-Jun-2025,318.27,13991,50.38,317.55,1607,27773,88.39,4452915.569999999
ARIHANTCAP,06-Jun-2025,71.92,109486,48.49,71.76,2472,225779,162.38,7874233.12
ARIHANTSUP,06-Jun-2025,385.32,34356,55.54,384.15,2462,61858,238.35,13238053.92
ARKADE,06-Jun-2025,192.86,2086532,31.41,196.37,58804,6642865,12811.22,402408561.52000004
ARMANFIN,06-Jun-2025,1546.79,30122,51.64,1528.2,7596,58335,902.32,46592408.379999995
AROGRANITE,06-Jun-2025,38.94,9732,68.78,39.05,293,14149,5.51,378964.07999999996
ARTEMISMED,06-Jun-2025,267.29,41897,58.37,267.45,3827,71779,191.86,11198649.13
ARTNIRMAN,06-Jun-2025,61.28,65131,84.70,62.58,314,76898,47.13,3991227.68
ARVEE,06-Jun-2025,175.45,209,65.31,177.69,33,320,0.56,36669.049999999996
ARVIND,06-Jun-2025,353.78,147988,48.46,356.6,9316,305390,1080.4,52355194.63999999
ARVINDFASN,06-Jun-2025,456.84,89661,53.52,452.2,13209,167519,765.3,40960731.239999995
ARVSMART,06-Jun-2025,698.14,645594,81.06,697.55,20122,796466,5560.45,450714995.15999997
ASAHIINDIA,06-Jun-2025,742.52,57587,31.46,742.45,14236,183077,1359.38,42759499.24
ASAL,06-Jun-2025,499.1,39889,52.86,506.45,3385,75465,376.64,19908599.900000002
ASALCBR,06-Jun-2025,1110.32,22764,50.20,1105.0,4933,45348,503.51,25275324.479999997
ASHAPURMIN,06-Jun-2025,413.38,582022,34.30,405.5,48874,1696925,7014.68,240596254.35999998
ASHIANA,06-Jun-2025,330.42,44983,49.60,334.25,4445,90684,299.64,14863282.860000001
ASHOKA,06-Jun-2025,224.7,1282013,24.06,223.14,63737,5327444,11970.74,288068321.09999996
ASHOKAMET,06-Jun-2025,17.22,16086,71.87,17.28,273,22382,3.85,277000.92
ASHOKLEY,06-Jun-2025,240.54,6394127,53.68,242.04,83575,11910986,28650.58,1538043308.58
ASIANENE,06-Jun-2025,307.31,66584,63.74,309.45,3083,104467,321.03,20461929.04
ASIANPAINT,06-Jun-2025,2244.85,581211,70.70,2245.2,36801,822087,18454.65,1304731513.35
ASIANTILES,06-Jun-2025,59.45,358705,34.86,59.01,6678,1029007,611.71,21325012.25
ASKAUTOLTD,06-Jun-2025,462.92,212688,59.23,461.7,13819,359099,1662.34,98457528.96000001
ASMS,06-Jun-2025,14.16,311593,50.09,14.07,2924,622066,88.09,4412156.88
ASPINWALL,06-Jun-2025,283.36,3070,71.20,282.7,125,4312,12.22,869915.2000000001
ASTEC,06-Jun-2025,797.12,37215,45.12,810.75,5667,82472,657.4,29664820.8
ASTERDM,06-Jun-2025,580.9,231563,56.05,578.25,16135,413164,2400.06,134514946.7
ASTRAL,06-Jun-2025,1520.14,302303,43.96,1526.3,32598,687601,10452.5,459542882.42
ASTRAMICRO,06-Jun-2025,1146.57,265084,44.12,1132.1,29301,600884,6889.58,303937361.88
ASTRAZEN,06-Jun-2025,9771.27,14957,12.14,9790.0,26672,123203,12038.5,146148885.39000002
ATALREAL,06-Jun-2025,16.32,1737796,44.44,16.65,4460,3910103,638.0,28360830.72
ATAM,06-Jun-2025,101.58,7641,58.24,101.13,413,13119,13.33,776172.78
ATGL,06-Jun-2025,681.74,214853,22.61,679.95,22854,950457,6479.69,146473884.22
ATHERENERG,06-Jun-2025,309.12,277642,55.84,309.0,14051,497230,1537.04,85824695.04
ATL,06-Jun-2025,29.71,240279,57.66,29.88,2939,416747,123.8,7138689.09
ATLANTAA,06-Jun-2025,38.0,28553,57.61,37.49,1007,49566,18.83,1085014.0
ATUL,06-Jun-2025,7308.91,16200,54.71,7378.0,8740,29608,2164.02,118404342.0
ATULAUTO,06-Jun-2025,477.37,19323,40.76,477.5,3002,47412,226.33,9224220.51
AUBANK,06-Jun-2025,741.2,2292529,46.12,749.55,96747,4971098,36845.7,1699222494.8000002
AURIONPRO,06-Jun-2025,1367.2,50451,68.96,1353.8,6970,73160,1000.25,68976607.2
AUROPHARMA,06-Jun-2025,1158.47,135523,34.52,1161.1,15757,392642,4548.65,156999329.81
AURUM,06-Jun-2025,195.27,35775,67.65,193.85,1543,52881,103.26,6985784.25
AUSOMENT,06-Jun-2025,109.96,1885,50.58,108.55,301,3727,4.1,207274.59999999998
AUTOAXLES,06-Jun-2025,1819.51,4272,39.93,1792.3,2563,10698,194.65,7772946.72
AUTOBEES,06-Jun-2025,240.56,223294,53.91,241.99,2519,414182,996.34,53715604.64
AUTOIETF,06-Jun-2025,24.07,282048,58.41,24.19,2132,482904,116.25,6788895.36
AUTOIND,06-Jun-2025,86.73,26411,59.32,87.25,979,44526,38.62,2290626.0300000003
AVADHSUGAR,06-Jun-2025,550.25,8888,38.70,549.5,1727,22969,126.39,4890622.0
AVALON,06-Jun-2025,869.3,49693,29.88,866.35,9469,166296,1445.61,43198124.9
AVANTEL,06-Jun-2025,180.3,4134540,40.56,171.37,64427,10194456,18380.54,745457562.0
AVANTIFEED,06-Jun-2025,746.25,244401,43.33,742.7,30132,564077,4209.41,182384246.25
AVG,06-Jun-2025,274.6,13251,49.05,271.65,1662,27017,74.19,3638724.6
AVL,06-Jun-2025,387.33,111637,50.52,385.35,13245,220975,855.91,43240359.21
AVROIND,06-Jun-2025,183.31,8661,73.36,181.72,502,11806,21.64,1587647.91
AVTNPL,06-Jun-2025,65.23,46447,46.25,64.45,2228,100426,65.51,3029737.81
AWFIS,06-Jun-2025,701.74,486419,50.11,691.75,69621,970772,6812.29,341339669.06
AWHCL,06-Jun-2025,622.06,34410,47.96,621.9,4960,71748,446.32,21405084.599999998
AWL,06-Jun-2025,264.15,743004,57.30,263.85,19457,1296719,3425.3,196264506.6
AXISBANK,06-Jun-2025,1183.54,9756041,66.30,1194.6,195045,14715421,174162.24,11546664765.14
AXISBNKETF,06-Jun-2025,576.1,7268,95.16,577.52,79,7638,44.0,4187094.8000000003
AXISBPSETF,06-Jun-2025,12.72,81690,61.93,12.7,440,131917,16.77,1039096.8
AXISCETF,06-Jun-2025,118.46,16350,97.61,118.59,87,16750,19.84,1936821.0
AXISGOLD,06-Jun-2025,81.99,4460542,96.31,81.77,2264,4631424,3797.09,365719838.58
AXISHCETF,06-Jun-2025,142.4,3161,83.89,142.9,56,3768,5.37,450126.4
AXISILVER,06-Jun-2025,106.3,240063,74.01,106.13,1032,324369,344.81,25518696.9
AXISNIFTY,06-Jun-2025,271.4,2798,78.49,272.11,186,3565,9.68,759377.2
AXISTECETF,06-Jun-2025,401.97,1966,88.12,403.32,70,2231,8.97,790273.02
AXISVALUE,06-Jun-2025,28.17,4908,76.82,28.25,63,6389,1.8,138258.36000000002
AXITA,06-Jun-2025,9.09,800926,44.05,9.07,2586,1818417,165.27,7280417.34
AXSENSEX,06-Jun-2025,83.78,6655,97.27,83.86,61,6842,5.73,557555.9
AYMSYNTEX,06-Jun-2025,248.54,39131,66.06,250.64,1756,59239,147.23,9725618.74
AZAD,06-Jun-2025,1621.58,4114111,39.13,1649.7,169560,10514335,170498.75,6671360115.38
BAIDFIN,06-Jun-2025,11.04,103000,73.08,11.08,965,140932,15.56,1137120.0
BAJAJ-AUTO,06-Jun-2025,8622.37,266247,61.20,8637.0,41068,435024,37509.4,2295680145.3900003
BAJAJCON,06-Jun-2025,173.9,137204,56.30,174.05,5553,243701,423.79,23859775.6
BAJAJELEC,06-Jun-2025,652.75,12186,37.81,653.7,3429,32229,210.38,7954411.5
BAJAJFINSV,06-Jun-2025,1970.83,1637255,23.49,1990.0,173271,6970191,137370.86,3226751271.65
BAJAJHCARE,06-Jun-2025,528.61,46580,42.74,526.8,5640,108993,576.15,24622653.8
BAJAJHFL,06-Jun-2025,124.99,10121544,48.12,125.66,83071,21034598,26290.92,1265091784.56
BAJAJHIND,06-Jun-2025,24.3,2218453,43.21,24.18,12664,5134090,1247.76,53908407.9
BAJAJHLDNG,06-Jun-2025,14296.26,166988,33.18,14251.0,104885,503230,71943.08,2387303864.88
BAJAJINDEF,06-Jun-2025,325.19,313045,14.67,334.72,46392,2133643,6938.31,101799103.55
BAJEL,06-Jun-2025,215.24,65305,46.22,215.56,3652,141279,304.09,14056248.200000001
BAJFINANCE,06-Jun-2025,9270.25,881859,44.57,9371.5,193858,1978386,183401.24,8175053394.75
BALAJEE,06-Jun-2025,49.14,40607,55.74,48.69,1214,72847,35.8,1995427.98
BALAMINES,06-Jun-2025,1470.63,17668,42.30,1480.1,5565,41767,614.24,25983090.840000004
BALAXI,06-Jun-2025,51.58,45452,38.96,51.95,2862,116657,60.17,2344414.16
BALKRISHNA,06-Jun-2025,21.42,6122,59.29,21.36,185,10325,2.21,131133.24000000002
BALKRISIND,06-Jun-2025,2484.81,77669,46.14,2492.7,21708,168337,4182.85,192992707.89
BALMLAWRIE,06-Jun-2025,213.82,77850,50.10,213.69,4280,155381,332.23,16645887.0
BALPHARMA,06-Jun-2025,101.51,26131,59.86,100.45,1187,43650,44.31,2652557.81
BALRAMCHIN,06-Jun-2025,612.54,286518,43.55,611.65,24877,657918,4030.01,175503735.72
BALUFORGE,06-Jun-2025,685.85,1109754,48.14,675.8,44922,2305180,15810.02,761124780.9
BANARBEADS,06-Jun-2025,120.2,8176,45.33,119.76,2371,18038,21.68,982755.2000000001
BANARISUG,06-Jun-2025,3954.29,303,42.14,3944.4,330,719,28.43,1198149.8699999999
BANCOINDIA,06-Jun-2025,551.63,152734,39.81,558.75,12082,383678,2116.48,84252656.42
BANDHANBNK,06-Jun-2025,171.7,7116124,44.94,173.55,85006,15836205,27190.08,1221838490.8
BANG,06-Jun-2025,57.12,6957,63.99,56.03,309,10872,6.21,397383.83999999997
BANKA,06-Jun-2025,64.02,10176,45.65,63.42,899,22290,14.27,651467.5199999999
BANKBARODA,06-Jun-2025,245.11,9266961,33.24,246.18,118291,27877160,68329.26,2271424810.71
BANKBEES,06-Jun-2025,578.4,1769504,60.43,581.94,20521,2928026,16935.81,1023481113.5999999
BANKBETF,06-Jun-2025,56.78,37634,93.99,56.86,381,40039,22.73,2136858.52
BANKETF,06-Jun-2025,570.1,10904,67.60,570.88,231,16129,91.95,6216370.4
BANKETFADD,06-Jun-2025,57.23,10655,64.70,57.38,139,16468,9.42,609785.65
BANKIETF,06-Jun-2025,57.46,1366135,79.21,57.54,1849,1724685,990.99,78498117.1
BANKINDIA,06-Jun-2025,124.6,4521003,37.48,124.38,55213,12062024,15029.49,563316973.8
BANKNIFTY1,06-Jun-2025,582.33,586402,89.28,582.09,1175,656809,3824.79,341479476.66
BANKPSU,06-Jun-2025,71.3,37129,50.18,71.44,89,73988,52.76,2647297.6999999997
BANSALWIRE,06-Jun-2025,374.86,85934,43.76,378.75,4950,196377,736.13,32213219.240000002
BANSWRAS,06-Jun-2025,147.13,39215,81.16,147.03,601,48320,71.09,5769702.95
BARBEQUE,06-Jun-2025,312.2,42280,50.22,311.9,2619,84185,262.82,13199816.0
BASF,06-Jun-2025,5013.96,19564,52.66,4994.0,7159,37153,1862.84,98093113.44
BASML,06-Jun-2025,32.26,244446,51.93,32.16,2837,470752,151.89,7885827.96
BATAINDIA,06-Jun-2025,1216.4,36566,47.36,1218.9,5569,77202,939.09,44478882.400000006
BAYERCROP,06-Jun-2025,5539.78,8577,49.39,5498.0,4208,17366,962.04,47514693.059999995
BBETF0432,06-Jun-2025,1285.9,3028,73.89,1286.28,74,4098,52.7,3893705.2
BBL,06-Jun-2025,3015.41,41132,57.70,2987.3,10706,71288,2149.63,124029844.11999999
BBNPNBETF,06-Jun-2025,56.18,1125,71.16,56.36,30,1581,0.89,63202.5
BBNPPGOLD,06-Jun-2025,95.61,1111,54.68,95.6,57,2032,1.94,106222.71
BBOX,06-Jun-2025,566.69,132147,31.60,560.55,14918,418220,2369.99,74886383.43
BBTC,06-Jun-2025,1982.04,21325,52.62,1980.5,5464,40525,803.22,42267003.0
BBTCL,06-Jun-2025,161.12,3400,60.94,162.52,403,5579,8.99,547808.0
BCLIND,06-Jun-2025,41.88,516753,57.64,41.99,5218,896480,375.42,21641615.64
BCONCEPTS,06-Jun-2025,354.07,3155,67.66,355.4,303,4663,16.51,1117090.85
BDL,06-Jun-2025,1955.76,670409,31.85,1933.6,71582,2104906,41166.89,1311159105.84
BEARDSELL,06-Jun-2025,30.82,17271,72.97,30.69,270,23668,7.29,532292.22
BECTORFOOD,06-Jun-2025,1409.49,59497,62.03,1401.6,16836,95914,1351.9,83860426.53
BEDMUTHA,06-Jun-2025,165.32,9439,50.27,162.11,1005,18777,31.04,1560455.48
BEL,06-Jun-2025,391.49,8108618,46.69,390.7,123148,17366507,67987.79,3174442860.82
BELRISE,06-Jun-2025,98.5,6198262,38.90,98.3,82672,15934867,15695.74,610528807.0
BEML,06-Jun-2025,4455.82,189529,23.83,4396.8,61528,795239,35434.43,844507108.78
BEPL,06-Jun-2025,116.92,142542,50.63,116.61,5127,281530,329.16,16666010.64
BERGEPAINT,06-Jun-2025,577.88,158624,40.75,581.5,17090,389243,2249.36,91665637.12
BFINVEST,06-Jun-2025,517.47,166104,59.72,512.35,9831,278160,1439.39,85953836.88000001
BFSI,06-Jun-2025,27.51,695973,73.40,27.59,1772,948254,260.86,19146217.23
BFUTILITIE,06-Jun-2025,772.74,27008,29.13,770.45,7116,92709,716.4,20870161.92
BHAGCHEM,06-Jun-2025,298.47,43220,40.13,298.95,3690,107697,321.45,12899873.4
BHAGERIA,06-Jun-2025,191.47,14865,67.83,189.44,792,21915,41.96,2846201.55
BHAGYANGR,06-Jun-2025,79.6,14914,49.54,78.92,710,30103,23.96,1187154.4
BHANDARI,06-Jun-2025,5.66,337318,75.25,5.6,1119,448289,25.38,1909219.8800000001
BHARATFORG,06-Jun-2025,1283.5,817157,47.28,1296.4,49826,1728190,22181.26,1048821009.5
BHARATGEAR,06-Jun-2025,89.02,16872,49.43,90.96,1266,34135,30.39,1501945.44
BHARATRAS,06-Jun-2025,8950.05,1110,51.13,8921.5,972,2171,194.31,9934555.5
BHARATWIRE,06-Jun-2025,222.96,316841,23.84,223.22,28472,1329183,2963.49,70642869.36
